,prediction,ave_score,sr,balls_faced,hundreds/innings,fifties/innings,fours_rate,six_rate,vulnerability
0,1,29.028999999999996,132.33133333333336,2361.766666666667,0.028819782947306378,0.1362667643341448,0.12896692526707906,0.04915212662398278,0.04665035396834867
1,3,8.519383561643833,77.9672602739726,130.43835616438355,0.0,0.004672225273224407,0.04973314484438348,0.011503125648160665,0.14601506512446538
2,4,5.0,196.425,4.5,0.0,0.0,0.39285714285714285,0.0,1.9642857142857144
3,2,29.247563025210088,128.81109243697477,2911.378151260504,0.004697569393403826,0.14681050691217484,0.11702393797580618,0.044605853840830656,0.04510561308727534
4,0,18.161195652173927,124.90467391304348,512.4130434782609,0.0003079888613018342,0.03316629905487374,0.10561940238357537,0.045928253202445646,0.08160455808205533
