key,0s,1s,2s,3s,4s,6s,outs,balls
"0, 3",2,1,0,0,2,0,1,5
"2, 2",4,1,0,0,2,0,0,7
"0, 2",0,2,1,0,0,0,0,3
"2, 0",1,2,0,0,1,0,0,4
"3, 2",3,3,2,0,1,0,0,9
"0, 4",0,3,0,0,0,0,0,3
"0, 4",5,7,1,0,1,0,0,14
"0, 4",4,2,0,0,1,0,1,7
"0, 4",2,2,0,0,1,0,1,5
"2, 3",0,4,1,0,0,1,0,6
"2, 2",28,23,6,0,1,1,1,59
"1, 3",1,1,0,0,0,0,1,2
"0, 3",0,3,0,0,0,0,0,3
"0, 4",1,0,0,0,0,0,1,1
"2, 3",1,2,0,0,2,0,0,5
"1, 2",0,1,0,0,0,0,0,1
"0, 3",1,2,1,0,0,0,0,4
"1, 4",2,1,0,0,0,1,0,4
"3, 2",2,3,2,0,0,0,0,7
"2, 4",6,4,0,0,0,1,0,11
"0, 2",2,3,0,0,0,0,0,5
"2, 4",4,9,1,0,0,0,1,14
"2, 2",8,11,0,1,1,1,1,22
"2, 3",3,1,1,0,0,0,0,5
"0, 4",1,3,1,0,1,0,0,6
"3, 4",1,0,0,0,0,0,1,1
"1, 3",4,1,1,0,0,0,1,6
"2, 2",12,10,2,0,5,2,1,31
"2, 3",4,4,0,1,2,1,0,12
"2, 3",1,3,1,0,0,0,0,5
"2, 4",2,3,1,0,1,0,0,7
"0, Avesh Khan",0,2,0,0,1,1,0,4
"2, 4",2,3,0,0,3,0,0,8
"2, 4",1,1,1,0,1,0,0,4
"2, 2",42,66,7,0,4,6,5,125
"2, 3",2,2,0,0,1,0,0,5
"1, 3",3,1,0,0,0,0,0,4
"2, 4",0,1,0,0,0,0,0,1
"2, 3",0,2,0,0,2,0,0,4
"2, 4",5,6,1,0,2,0,0,14
"2, 2",5,8,1,0,1,1,0,16
"2, 3",7,5,0,0,1,0,1,13
"1, 4",1,1,0,0,0,0,0,2
"2, 2",12,12,3,0,4,1,0,32
"0, 2",1,1,0,0,0,0,0,2
"0, 2",2,2,0,0,2,1,0,7
"0, 2",3,2,1,0,0,0,1,6
"2, 4",1,1,0,0,0,0,0,2
"1, T Natarajan",1,1,0,0,0,0,0,2
"0, 4",3,1,0,0,1,2,1,7
"2, 2",7,3,0,0,0,0,0,10
"1, 4",2,0,0,0,0,0,0,2
"0, 4",2,5,0,0,1,0,0,8
"2, 4",1,0,0,0,0,0,0,1
"0, 2",4,0,0,0,1,0,1,5
"1, 3",0,2,0,0,0,0,0,2
"2, 3",2,0,0,0,1,0,0,3
"3, 4",1,1,0,0,0,0,1,2
"1, 4",14,8,0,0,3,3,0,28
"2, 2",13,20,5,0,2,0,1,40
"2, 4",4,1,1,0,4,0,0,10
"1, 4",14,13,3,0,3,1,1,34
"2, 2",4,6,1,0,2,0,1,13
"TD Paine, 3",2,2,0,0,0,0,0,4
"2, 4",8,3,1,1,3,0,0,16
"0, 2",6,6,2,0,1,1,0,16
"0, 2",3,3,0,0,0,0,0,6
"3, 3",0,1,1,0,0,0,0,2
"0, 2",0,1,0,0,0,0,0,1
"3, 4",1,1,0,0,0,1,0,3
"0, 4",6,1,1,0,3,0,0,11
"1, 4",2,0,0,0,0,0,1,2
"2, 2",6,8,0,0,2,1,0,17
"2, 3",7,11,0,0,2,1,1,21
"2, 2",4,0,0,0,1,0,0,5
"2, AN Ahmed",1,2,0,0,0,0,0,3
"2, 2",1,2,0,0,0,1,0,4
"2, 3",5,4,0,0,2,0,1,11
"1, 4",1,0,0,0,0,0,1,1
"2, 2",5,6,2,0,8,2,0,23
"0, Ankit Soni",0,3,0,0,0,1,0,4
"2, 4",25,13,3,0,6,0,2,47
"0, 3",1,1,0,0,0,0,0,2
"0, 2",4,8,1,0,0,0,0,13
"2, 4",0,5,1,0,0,0,0,6
"0, 4",3,3,0,0,3,1,0,10
"3, 2",2,0,0,0,0,0,1,2
"2, 4",1,9,0,0,0,0,0,10
"2, 2",10,6,1,0,4,0,1,21
"0, 4",0,2,0,0,0,0,0,2
"0, 3",2,1,1,0,0,1,0,5
"1, 2",17,9,1,0,6,5,1,38
"2, 4",19,7,3,0,7,0,2,36
"0, 4",7,7,3,0,0,1,1,18
"2, 2",5,1,0,0,3,0,0,9
"2, 4",3,8,0,0,0,0,0,11
"1, 2",0,0,0,0,1,0,0,1
"0, 4",2,2,1,0,1,0,0,6
"2, 4",3,3,0,0,0,0,0,6
"3, AN Ahmed",1,0,1,0,0,0,1,2
"3, 3",0,1,0,0,0,0,0,1
"2, 4",0,2,0,0,0,0,0,2
"A 0, 4",2,1,1,0,0,0,1,4
"2, 2",6,5,1,0,0,2,2,14
"0, 2",0,2,0,0,0,0,0,2
"0, 4",3,2,1,0,3,0,0,9
"1, 4",6,0,0,0,0,0,1,6
"0, 3",2,2,1,0,1,0,1,6
"2, 2",5,8,1,0,5,0,1,19
"0, 4",1,1,0,0,0,0,1,2
"0, 4",2,1,0,0,0,0,0,3
"A 0, 2",1,0,1,0,0,0,0,2
"TS Mills, C de Grandhomme",3,1,0,0,0,0,1,4
"2, 2",3,4,0,0,1,0,0,8
"0, 2",2,3,0,0,0,0,0,5
"2, 2",1,1,0,0,0,1,0,3
"2, 4",2,6,1,0,1,0,0,10
"2, 3",2,0,1,0,1,0,0,4
"2, 2",2,5,0,0,0,0,0,7
"2, 2",4,4,2,0,1,2,0,13
"2, 4",8,11,2,0,0,0,0,22
"2, 4",1,1,0,0,0,0,0,2
"0, 2",1,3,0,0,0,1,1,5
"2, 2",7,5,2,0,0,3,1,17
"0, 2",0,2,1,0,0,0,0,3
"2, 4",15,12,0,0,1,0,1,28
"0, 3",2,2,0,0,3,0,1,7
"2, 3",2,1,0,0,0,0,1,3
"0, 3",1,1,0,0,0,0,1,2
"0, 4",1,2,0,0,1,1,0,5
"2, 3",0,1,0,0,0,0,0,1
"3, 3",1,1,1,0,0,0,1,3
"1, 3",3,3,1,0,1,1,0,9
"2, 3",2,3,0,0,1,0,1,6
"2, 2",0,1,0,0,0,0,0,1
"2, 2",2,1,0,0,0,0,0,3
"0, 4",3,3,0,0,0,0,0,6
"1, 4",3,4,1,0,2,0,0,10
"1, 4",4,4,0,0,0,1,0,9
"2, 4",4,16,2,0,0,0,1,22
"AN Ahmed, 3",0,1,1,0,0,0,0,2
"0, 2",2,3,2,0,0,0,0,7
"2, 3",2,5,0,0,1,0,0,8
"2, 4",11,13,2,0,5,3,0,34
"2, 2",31,25,3,1,11,0,4,71
"2, 4",6,2,1,0,1,2,0,12
"1, 4",5,3,0,0,0,0,0,8
"0, 2",6,2,1,0,3,1,1,13
"3, 4",1,0,1,0,0,0,1,2
"1, 4",1,1,0,0,0,0,0,2
"2, 4",6,15,2,0,2,0,1,25
"1, 2",1,3,1,0,1,0,0,6
"0, 3",2,0,0,0,0,1,1,3
"3, 4",5,3,3,0,1,0,1,12
"2, 2",5,11,0,0,1,1,0,18
"0, 2",1,2,0,0,0,0,0,3
"0, 2",2,11,1,0,4,0,0,18
"1, 4",2,5,1,0,0,1,0,9
"2, 4",1,1,0,0,0,0,1,2
"1, 4",3,2,0,0,1,0,0,6
"2, 4",4,3,1,0,0,0,0,8
"0, 4",1,2,1,0,0,0,1,4
"2, 2",16,4,2,0,1,3,2,26
"3, 3",2,1,0,0,1,0,0,4
"0, 4",3,3,0,0,1,1,0,8
"2, 3",1,3,2,0,3,0,0,9
"3, 4",2,6,0,0,0,0,0,8
"2, 3",3,1,0,0,1,1,0,6
"0, 4",6,4,1,0,1,1,0,13
"1, 4",0,3,0,0,0,0,0,3
"2, 4",3,3,0,0,0,1,0,7
"2, 2",2,4,2,0,0,1,0,9
"2, 3",2,1,0,0,1,0,0,4
"1, 3",5,4,0,0,0,0,0,9
"2, 2",4,1,0,0,0,0,0,5
"2, 4",3,1,0,0,0,0,0,4
"2, 4",3,3,0,0,0,0,0,6
"2, 2",7,7,1,0,1,3,3,19
"0, 2",3,1,0,0,0,0,0,4
"A 0, 3",2,4,0,0,2,1,0,9
"A 0, 4",0,1,1,0,1,0,0,3
"2, 4",7,9,2,0,2,3,0,23
"2, 2",8,5,0,0,2,0,0,15
"1, 4",3,3,0,0,3,0,2,9
"3, 4",5,0,0,0,0,0,0,5
"0, 2",9,5,0,0,3,1,1,18
"2, 4",3,7,1,0,0,1,0,12
"2, 4",11,7,2,0,6,2,1,28
"2, 4",6,0,0,0,0,0,1,6
"2, 4",1,3,1,0,1,1,1,7
"1, 3",4,2,1,0,2,0,0,9
"0, 3",1,1,0,0,0,0,0,2
"2, 3",0,0,1,0,2,3,0,6
"0, 4",2,1,0,0,1,0,0,4
"0, 2",1,1,2,0,0,1,0,5
"0, 2",4,2,0,0,1,0,1,7
"2, 2",20,13,3,0,5,3,3,44
"0, 3",0,2,1,0,0,0,0,3
"2, 2",19,13,3,0,6,3,2,44
"2, 3",0,4,1,0,0,0,0,5
"2, 3",2,3,0,0,1,0,0,6
"2, 2",11,16,4,0,2,3,1,36
"1, 4",1,3,2,0,2,0,0,8
"0, 4",3,3,0,0,0,0,0,6
"2, 4",2,0,0,0,0,0,1,2
"2, 3",0,2,1,0,1,1,0,5
"3, 2",1,1,1,0,0,0,0,3
"0, 3",0,2,0,0,0,0,0,2
"2, 3",2,3,0,0,0,0,0,5
"0, 2",0,1,0,0,0,0,0,1
"1, 4",5,6,0,1,1,0,0,13
"2, 4",2,4,1,0,1,3,0,11
"0, 2",0,1,0,0,0,0,0,1
"2, 2",2,4,0,0,1,0,0,7
"0, 4",0,0,0,0,2,0,0,2
"2, 4",16,9,1,0,2,1,2,29
"2, 4",1,0,0,0,0,0,1,1
"1, 4",4,1,1,0,0,4,1,10
"0, 3",3,1,0,0,0,0,0,4
"0, 4",1,2,1,0,1,1,0,6
"2, 4",3,10,2,0,1,0,0,16
"3, 3",3,1,0,0,0,0,0,4
"0, 4",6,1,1,0,0,1,1,9
"2, 4",1,0,0,0,0,0,1,1
"0, 4",2,1,0,0,2,0,0,5
"1, 4",7,7,1,1,3,2,2,21
"2, 3",10,9,3,1,4,3,1,30
"1, 4",0,2,0,0,1,0,0,3
"2, 2",4,6,5,1,2,0,0,18
"2, 4",15,6,3,0,2,0,1,26
"2, 4",1,1,0,0,0,0,1,2
"0, 4",0,2,0,0,0,0,0,2
"2, 3",3,4,0,0,1,0,0,8
"0, 3",1,2,0,0,0,0,0,3
"2, 2",3,0,0,0,0,0,1,3
"0, 3",1,1,0,0,0,0,0,2
"0, 4",1,1,0,0,0,0,0,2
"2, 2",0,4,1,0,1,0,0,6
"0, 4",0,2,0,0,0,0,0,2
"2, 2",2,5,2,0,0,0,0,9
"0, 2",6,4,2,0,1,1,1,14
"0, 4",0,2,0,0,1,0,0,3
"0, 3",1,1,0,0,0,0,0,2
"2, 4",7,9,2,0,1,0,1,19
"2, 3",0,1,2,0,0,0,0,3
"0, 4",1,0,0,0,0,0,1,1
"1, 4",2,6,0,0,1,0,0,9
"3, 4",0,1,0,0,0,0,0,1
"2, 4",10,10,0,0,3,1,0,24
"2, 4",5,6,0,0,1,0,1,12
"2, 2",7,5,0,0,2,0,1,14
"2, 2",2,9,2,0,0,0,0,13
"2, 3",4,4,0,0,1,0,0,9
"2, 2",6,4,2,0,0,0,1,12
"2, 4",9,12,1,0,1,0,0,23
"3, 3",0,1,1,0,0,0,0,2
"0, 4",1,0,3,0,0,0,1,4
"2, 4",4,7,0,0,1,0,0,12
"0, 3",1,0,0,0,0,0,0,1
"0, 4",2,0,0,0,1,0,0,3
"2, 4",28,31,3,1,11,0,0,74
"0, 3",6,4,1,0,0,1,1,12
"1, 4",0,1,0,0,1,0,0,2
"2, 4",1,15,2,0,0,1,0,19
"1, 4",13,16,3,0,14,2,1,48
"2, 3",2,2,0,0,0,0,0,4
"2, 3",1,2,0,1,3,0,1,7
"0, 2",2,0,0,0,0,0,0,2
"2, 2",5,3,0,0,1,0,1,9
"0, 2",5,1,0,0,0,0,1,6
"2, 3",14,2,0,0,2,0,0,18
"1, 4",2,2,0,0,1,0,1,5
"0, 2",1,0,0,0,3,0,0,4
"2, 3",0,2,0,0,2,0,0,4
"0, 4",6,4,0,0,0,0,0,10
"1, 4",2,0,1,0,0,0,1,3
"1, 4",11,4,2,0,2,4,1,23
"0, 2",2,3,0,0,0,1,0,6
"2, 3",6,3,1,0,0,0,1,10
"1, 2",3,1,0,0,0,1,0,5
"2, 4",3,1,0,0,0,0,0,4
"2, 4",2,3,1,0,2,2,0,10
"2, 4",8,17,3,0,2,0,0,30
"1, 4",2,5,0,0,0,0,1,7
"1, 2",2,5,2,0,0,1,0,10
"2, 2",21,42,1,0,7,2,1,73
"2, 2",0,2,0,0,0,0,0,2
"2, 4",2,3,2,0,1,0,0,8
"2, 4",2,3,0,0,0,0,0,5
"2, 3",1,1,0,0,1,0,1,3
"3, 4",1,1,0,0,0,0,1,2
"0, 2",4,4,0,0,1,0,0,9
"0, 4",0,1,0,0,0,0,0,1
"2, 4",1,5,0,0,0,0,0,6
"2, 4",6,4,1,0,1,1,1,13
"0, 4",3,4,0,0,1,0,0,8
"0, 4",1,0,0,0,1,0,1,2
"0, 2",1,0,0,0,0,0,0,1
"2, Basil Thampi",3,2,2,0,1,0,1,8
"0, 2",2,1,1,0,2,0,0,6
"3, 2",1,0,1,0,0,0,1,2
"3, 3",3,0,0,0,1,0,0,4
"3, 3",2,1,0,0,1,0,0,4
"2, 4",0,2,0,0,1,1,0,4
"0, 2",2,1,0,0,0,0,1,3
"3, SS Sarkar",3,4,1,0,0,0,0,8
"0, 4",0,4,0,0,1,2,0,7
"0, 2",2,1,0,0,0,0,1,3
"2, 4",2,4,1,0,0,0,0,7
"0, 4",0,2,0,0,0,0,0,2
"0, 2",3,2,0,0,0,1,1,6
"0, 4",0,1,0,0,0,0,0,1
"2, 4",3,2,1,0,3,0,0,9
"3, 2",4,3,0,0,0,0,0,7
"2, 3",12,5,1,0,1,0,1,19
"0, 2",6,0,0,0,0,0,0,6
"2, 4",1,1,0,0,0,0,0,2
"0, 4",4,1,1,0,0,0,0,6
"2, 4",0,2,0,0,0,0,0,2
"2, 3",0,2,0,0,0,0,0,2
"2, 4",2,5,2,0,1,0,0,10
"0, 3",0,1,0,0,0,0,0,1
"2, 4",9,1,1,0,1,0,0,12
"0, 2",5,3,1,0,0,0,0,9
"2, 3",9,13,2,0,3,1,1,28
"2, 3",0,2,1,0,0,0,0,3
"2, 4",3,5,0,0,0,1,0,9
"2, 4",2,0,0,0,0,0,1,2
"2, 4",13,9,2,0,5,0,1,29
"2, 3",3,9,1,0,2,1,0,16
"0, 4",2,3,0,0,1,0,0,6
"2, 4",1,0,0,0,0,0,0,1
"2, 3",1,1,0,0,0,0,1,2
"2, 4",2,0,0,0,1,0,0,3
"2, 2",1,2,0,0,1,0,0,4
"2, 4",2,2,2,0,0,0,2,6
"2, 3",1,2,0,0,0,1,0,4
"2, 2",11,2,3,0,1,2,1,19
"0, 2",13,9,3,0,4,1,1,30
"0, 2",3,2,1,0,1,0,0,7
"1, 4",5,3,0,0,3,0,1,11
"2, 4",1,1,0,0,0,0,0,2
"0, 4",2,1,0,0,0,0,1,3
"2, 2",1,2,0,0,0,0,0,3
"2, 3",2,3,0,0,1,0,0,6
"0, 4",4,3,0,0,0,0,0,7
"M Klinger, 4",0,2,0,0,0,0,0,2
"0, 3",2,0,0,0,0,0,0,2
"2, 4",4,5,3,0,0,2,0,14
"2, 3",0,3,0,0,0,0,0,3
"0, 4",4,1,1,0,2,0,1,8
"0, 4",2,1,1,0,2,0,1,6
"0, 4",1,0,0,0,0,0,1,1
"0, 4",8,1,0,0,1,0,0,10
"2, 4",0,1,0,0,0,0,0,1
"2, 3",2,0,0,0,0,0,1,2
"0, 4",1,1,0,0,0,0,0,2
"2, Basil Thampi",0,1,0,0,0,0,0,1
"2, J Theron",3,1,1,0,0,0,0,5
"2, 2",2,1,0,0,1,0,0,4
"2, 3",1,1,0,0,0,0,0,2
"0, 4",2,0,0,0,0,0,0,2
"1, 2",0,2,0,0,0,0,0,2
"0, 2",0,3,0,0,0,0,0,3
"0, 4",1,1,0,0,1,0,1,3
"0, 4",5,1,0,0,1,0,0,7
"2, 3",3,1,2,0,1,0,0,7
"3, 4",1,1,0,0,0,0,1,2
"2, 3",2,0,0,0,0,0,1,2
"0, 2",1,1,0,0,0,0,0,2
"3, 4",6,3,1,0,3,1,0,14
"2, 4",6,5,0,0,1,0,3,12
"2, 4",12,2,0,0,4,0,1,18
"1, 4",3,1,0,0,0,1,1,5
"0, 4",0,1,0,0,0,0,0,1
"2, 3",3,1,0,0,2,0,1,6
"0, 2",8,2,1,0,0,0,2,11
"0, 3",1,0,0,0,0,0,1,1
"2, 4",4,2,0,0,4,0,0,10
"2, 4",0,2,0,0,0,0,0,2
"2, 3",0,1,1,0,0,0,0,2
"1, 4",4,1,0,0,4,0,0,9
"2, 3",3,1,3,0,1,0,0,8
"0, 3",1,0,0,0,1,0,0,2
"0, 4",0,0,0,0,1,0,0,1
"2, 3",1,2,0,0,0,0,0,3
"2, 3",1,2,0,0,2,0,0,5
"2, 3",5,2,0,0,2,0,0,9
"2, 3",3,7,2,0,1,1,0,14
"1, 3",3,4,0,0,2,2,0,11
"0, 2",1,3,0,0,0,1,0,5
"2, 2",2,3,0,0,2,0,1,7
"0, 4",2,1,0,0,1,0,1,4
"3, 4",1,2,0,0,0,0,0,3
"2, 3",6,3,1,0,0,0,0,10
"0, 4",1,1,0,0,0,0,1,2
"0, 4",0,2,0,0,0,0,0,2
"3, 4",4,0,0,0,0,0,0,4
"3, 4",0,2,0,0,1,0,0,3
"2, 4",11,10,2,0,9,1,2,33
"0, 4",0,1,0,0,0,0,0,1
"2, 4",1,4,0,0,1,1,0,7
"2, 3",0,2,0,0,0,0,0,2
"2, 4",2,6,1,0,6,3,0,18
"1, 4",7,3,0,0,1,0,1,11
"0, 4",5,2,1,0,0,0,1,8
"0, 2",4,3,1,0,0,0,1,8
"2, 3",9,1,0,0,3,0,1,13
"2, 3",23,12,5,0,15,1,1,56
"0, 4",3,5,0,0,0,1,0,9
"0, 4",8,4,0,0,1,2,2,15
"0, 2",1,0,0,0,0,0,0,1
"1, 4",1,1,0,0,0,0,1,2
"0, 2",3,0,0,1,2,0,0,6
"1, 2",14,18,9,0,2,0,1,43
"2, 2",4,7,1,0,1,3,0,16
"2, 3",3,4,0,0,0,0,1,7
"0, 4",3,3,0,0,0,0,0,6
"2, 4",8,9,2,0,4,0,0,23
"0, 4",1,0,0,0,0,0,1,1
"0, 4",1,1,1,0,0,0,1,3
"2, 3",3,0,0,0,0,1,0,4
"2, 2",6,2,0,0,2,0,0,10
"2, 4",8,0,0,0,0,0,1,8
"2, 3",4,6,0,0,3,0,1,13
"0, 1",1,1,0,0,0,0,1,2
"2, 2",6,0,0,0,0,1,1,7
"2, 4",3,0,0,0,1,0,1,4
"2, 2",15,10,1,0,2,1,0,29
"0, 4",1,2,0,0,0,0,0,3
"0, 3",0,1,0,0,0,0,0,1
"2, 3",9,6,1,0,3,0,1,19
"1, 3",0,2,0,0,0,0,0,2
"Y Gnaneswara Rao, 2",3,3,0,0,0,0,0,6
"2, 3",1,1,1,0,1,0,0,4
"0, 3",1,1,0,0,0,0,1,2
"3, 3",4,1,0,0,0,0,2,5
"2, 3",2,0,0,0,2,0,0,4
"0, 4",0,1,0,0,0,0,0,1
"2, 4",2,5,1,0,2,0,0,10
"1, 2",24,4,2,0,13,1,4,44
"1, 3",3,2,0,0,1,0,1,6
"2, 2",2,1,0,0,0,0,0,3
"3, 4",1,0,0,0,0,0,1,1
"2, 3",0,1,0,0,0,3,0,4
"1, 4",1,4,0,0,1,0,0,6
"2, 4",5,7,0,0,1,0,0,13
"2, 4",8,8,0,0,0,0,0,16
"3, 2",1,0,0,0,0,0,1,1
"0, 4",3,1,0,0,0,1,1,5
"2, 3",4,3,1,0,3,0,1,11
"2, 2",1,5,0,0,2,0,0,8
"0, 2",6,0,1,0,0,1,1,8
"2, 2",0,1,0,0,0,0,0,1
"0, 2",4,5,0,0,1,0,1,10
"2, 3",3,2,1,0,1,0,0,7
"2, 3",1,3,3,1,0,0,0,8
"0, 3",3,2,0,0,0,0,1,5
"2, 3",4,1,0,0,0,1,1,6
"2, 4",2,5,1,0,1,0,1,9
"2, 2",2,4,1,0,1,2,0,10
"2, 4",1,8,1,0,5,0,0,15
"0, 4",5,0,0,0,0,0,1,5
"2, 2",5,5,0,0,3,0,0,13
"0, 2",5,9,0,0,2,0,0,16
"2, 4",1,2,0,0,0,0,0,3
"2, 3",6,10,4,0,2,2,0,24
"1, 4",14,7,0,0,1,0,1,22
"0, 4",1,2,0,0,0,0,0,3
"2, 4",10,6,1,0,5,0,0,22
"2, 4",1,4,1,0,0,0,0,6
"1, 3",1,1,0,0,0,0,0,2
"0, 3",1,1,0,0,0,0,0,2
"2, 3",3,3,1,0,4,3,1,14
"0, 3",4,2,0,0,1,1,0,8
"3, 4",0,2,0,0,0,0,0,2
"1, 2",0,2,0,1,0,0,0,3
"0, 3",3,2,0,0,1,0,0,6
"0, 3",1,1,0,0,0,0,1,2
"2, 4",21,4,1,0,6,0,0,32
"2, 4",4,8,1,0,2,2,1,17
"2, 4",3,2,1,0,2,0,0,8
"2, 3",1,3,0,0,0,1,0,5
"2, 2",10,5,1,0,2,0,0,18
"2, 2",17,25,2,0,5,0,2,49
"0, 4",0,2,0,0,0,0,0,2
"2, 4",2,2,0,0,0,1,0,5
"1, 2",5,1,0,0,1,0,1,7
"2, 2",0,2,0,0,0,0,0,2
"0, 3",1,2,0,0,0,1,0,4
"2, 2",1,1,0,0,0,0,0,2
"2, 4",2,4,0,0,0,0,0,6
"0, 3",1,1,0,0,0,1,0,3
"2, 4",5,4,0,0,2,0,0,11
"2, 4",1,2,0,0,0,0,0,3
"2, 3",2,3,0,0,2,0,0,7
"0, 2",1,5,1,0,0,0,1,7
"1, 3",4,2,0,0,1,1,0,8
"0, 2",2,1,0,0,2,0,0,5
"1, 3",2,2,1,0,0,0,0,5
"2, 3",8,8,1,0,0,0,0,17
"3, 3",3,3,2,0,1,0,0,9
"2, 4",6,10,3,0,4,2,1,25
"0, 4",0,1,0,0,0,0,0,1
"0, 2",1,1,0,0,1,0,1,3
"2, 3",1,7,0,0,1,0,0,9
"3, 3",2,2,0,0,0,0,0,4
"0, 3",1,0,0,0,0,0,1,1
"2, 3",4,4,0,0,0,0,1,8
"0, 3",1,0,0,0,0,0,0,1
"1, 3",3,0,0,0,0,2,1,5
"3, 3",3,3,0,0,0,0,0,6
"0, 4",8,5,2,0,0,0,0,15
"2, 3",0,5,0,0,1,0,0,6
"2, 4",8,1,0,0,0,1,0,10
"2, 4",1,5,1,0,1,1,0,9
"1, 2",20,3,2,0,4,3,1,32
"0, 2",3,2,2,0,2,0,0,9
"2, 4",2,0,0,0,0,0,1,2
"1, 2",21,6,3,0,6,1,2,37
"2, 3",1,1,1,0,1,0,0,4
"2, 2",7,3,1,0,0,0,1,11
"0, 2",1,0,0,0,1,0,0,2
"2, 2",6,17,5,0,1,0,0,29
"0, 2",5,1,0,0,0,0,1,6
"0, 4",3,3,0,0,1,0,1,7
"2, 3",0,1,0,0,2,1,0,4
"2, 4",5,3,0,0,0,0,2,8
"0, 2",13,9,1,0,1,0,1,24
"2, 3",0,3,0,0,0,0,0,3
"0, 4",8,11,1,0,4,1,0,25
"2, 4",3,11,2,0,0,2,0,18
"0, 2",2,0,0,0,0,0,0,2
"2, 3",0,4,0,0,1,2,0,7
"2, 4",0,2,0,0,0,0,0,2
"0, 2",1,0,0,0,2,1,0,4
"1, 2",33,17,1,0,11,3,4,65
"0, 4",2,2,0,0,2,0,1,6
"A 0, 2",4,4,1,0,3,1,1,13
"2, 4",2,0,0,0,0,0,0,2
"2, ND Doshi",3,0,0,0,1,0,0,4
"2, 4",0,2,2,0,0,0,0,4
"0, 4",5,2,0,0,0,0,0,7
"0, 3",4,5,0,0,0,0,0,9
"3, 2",1,0,0,0,0,0,0,1
"2, 3",3,2,0,0,0,0,1,5
"3, 2",1,1,0,0,0,0,0,2
"2, 2",2,3,4,0,3,0,0,12
"2, 4",11,7,3,1,7,0,2,29
"0, 4",2,1,1,0,0,0,0,4
"2, 3",1,2,0,0,2,0,0,5
"2, 1",9,5,2,0,2,0,1,18
"3, 2",2,0,0,0,0,0,0,2
"2, 4",0,1,0,0,0,0,0,1
"2, 2",4,1,0,0,0,0,1,5
"0, 4",1,1,0,0,0,0,0,2
"2, 3",0,3,0,0,1,1,0,5
"2, 3",1,3,0,0,0,1,0,5
"1, 4",8,2,0,0,6,0,0,16
"2, 4",1,1,0,0,1,0,0,3
"0, 4",1,3,0,0,0,0,0,4
"2, 4",4,7,0,0,0,0,0,11
"2, 4",2,2,0,0,0,0,0,4
"1, 2",0,0,0,0,1,0,0,1
"1, 4",4,0,0,0,2,0,0,6
"2, 2",16,15,0,0,8,3,0,42
"3, 3",3,0,0,0,0,0,1,3
"2, 3",4,1,0,0,0,1,1,6
"1, K Rabada",3,0,1,0,2,0,1,6
"2, 4",1,1,0,0,1,0,0,3
"3, 4",1,1,2,0,0,0,0,4
"1, 4",3,7,1,0,2,0,0,13
"2, 4",4,4,1,0,1,0,1,10
"2, 2",4,3,3,0,0,0,0,10
"0, 3",4,4,0,0,0,0,1,8
"2, 3",4,2,0,0,0,0,0,6
"2, 2",11,8,5,0,0,3,0,27
"2, 3",0,2,0,0,0,1,0,3
"0, 2",1,0,0,0,0,0,1,1
"2, 2",5,1,0,0,0,0,1,6
"2, 4",9,12,2,0,5,0,1,28
"2, 2",8,6,4,0,1,4,0,23
"1, 0",4,5,1,0,1,0,0,11
"0, 3",5,3,2,0,2,0,1,12
"2, 4",18,11,3,0,3,0,3,35
"2, 3",2,2,0,0,2,0,0,7
"0, J Theron",2,7,2,0,0,2,1,13
"0, 3",1,0,0,0,0,0,1,1
"0, 4",1,1,0,0,0,0,1,2
"0, 4",1,1,1,0,1,0,0,4
"2, 2",1,0,0,0,0,0,0,1
"0, 2",4,1,0,0,0,0,0,5
"2, 4",3,3,0,0,5,0,0,11
"2, 3",0,4,0,0,0,0,0,4
"0, 2",1,0,0,0,0,0,1,1
"2, 2",1,2,0,0,0,1,0,4
"1, 2",53,20,2,1,13,4,1,93
"2, 3",2,4,0,0,2,1,0,9
"1, 2",4,6,0,0,4,2,0,16
"2, 2",2,10,3,0,0,0,0,15
"2, 4",1,1,1,0,2,0,0,5
"2, 4",3,0,0,0,1,1,0,5
"2, 3",2,0,0,0,0,1,1,3
"1, 2",3,1,0,0,0,0,0,4
"2, 4",5,13,2,0,3,0,0,23
"A 0, 2",1,1,1,0,0,1,0,4
"2, 2",0,3,0,0,1,0,0,4
"2, 2",9,10,1,0,3,0,0,23
"2, 2",2,6,1,0,0,0,0,9
"2, 4",1,3,0,0,1,0,0,5
"2, 2",3,8,2,0,2,2,0,17
"3, 4",1,0,1,0,0,0,1,2
"2, 2",9,6,1,0,1,0,2,17
"2, 3",1,1,0,0,0,0,0,2
"3, 2",3,0,1,0,0,0,1,4
"2, 4",2,1,1,0,0,0,0,4
"2, 2",8,6,2,0,2,0,0,18
"2, 3",2,2,0,0,1,0,0,5
"2, 4",13,7,4,0,2,1,2,27
"2, 2",24,18,6,0,7,6,1,61
"2, 4",1,0,0,0,2,0,1,3
"2, 2",0,2,2,0,0,0,0,4
"0, 3",0,2,0,0,1,0,0,3
"2, 2",7,2,0,0,1,0,0,10
"2, 2",6,2,2,0,4,1,1,15
"2, 4",6,12,0,0,3,0,0,21
"0, 4",0,1,0,0,0,0,0,1
"2, AN Ahmed",3,0,0,0,0,0,1,3
"2, 4",5,10,4,0,6,0,0,25
"2, 4",2,0,0,0,0,0,1,2
