key,0s,1s,2s,3s,4s,6s,outs,balls
"2, 3",3,5,0,0,0,1,0,9
"0, 2",0,1,0,0,0,0,0,1
"1, C de Grandhomme",0,2,0,0,0,0,0,2
"2, 3",0,3,1,0,1,0,0,5
"2, 4",8,5,3,0,2,1,0,19
"2, 4",19,9,1,0,9,2,3,40
"0, 3",3,4,0,0,1,0,1,8
"0, Y Gnaneswara Rao",2,1,1,0,1,0,0,5
"2, 4",2,1,0,0,0,0,1,3
"0, 4",7,13,0,0,2,1,2,23
"2, 4",0,1,0,0,0,0,0,1
"0, 4",5,2,1,0,2,0,1,10
"0, 4",2,1,1,0,0,0,0,4
"2, 3",3,2,0,0,2,0,0,7
"0, 3",0,1,0,0,0,0,0,1
"2, 4",15,12,2,0,7,3,2,39
"0, 2",4,2,0,0,0,0,0,6
"0, 2",2,6,2,0,2,1,0,13
"2, 2",1,0,0,0,0,0,1,1
"2, 3",4,3,1,0,0,2,0,10
"2, 2",2,2,2,0,1,0,0,7
"0, 2",1,0,0,0,0,0,1,1
"2, 3",2,4,3,0,4,1,0,14
"0, 2",3,2,0,0,1,0,0,6
"0, 4",1,1,1,0,1,0,0,4
"0, 3",1,1,0,0,3,0,0,5
"2, 4",3,0,1,0,0,0,0,4
"0, 3",1,1,0,0,0,0,0,2
"0, 4",2,3,0,0,1,0,0,6
"0, 3",2,0,0,0,0,0,0,2
"1, 4",1,4,0,0,0,1,0,6
"2, 4",18,13,3,0,10,0,1,44
"2, 2",4,7,1,0,0,0,2,12
"1, 4",1,7,0,0,3,1,0,12
"3, 4",0,2,1,0,0,0,0,3
"0, 4",0,1,0,0,0,0,0,1
"0, 2",4,2,1,0,0,0,1,7
"1, 3",1,0,0,0,0,1,1,2
"2, 4",1,0,0,0,0,0,1,1
"2, 3",4,2,0,0,2,0,0,8
"2, 4",0,2,0,0,0,0,0,2
"2, 3",1,7,1,0,2,1,0,12
"0, 4",1,2,0,0,0,0,0,3
"2, 2",20,8,2,0,3,3,1,36
"2, 4",4,1,1,0,1,0,0,7
"0, 4",2,2,1,0,0,0,0,5
"0, 4",1,1,0,0,0,0,0,2
"0, 3",8,2,0,0,0,1,1,11
"1, 4",9,5,1,0,4,0,1,19
"2, 3",2,0,1,0,2,0,0,5
"2, 4",9,2,1,0,6,0,0,18
"1, 4",1,4,0,0,0,0,0,5
"2, 4",1,2,0,0,0,0,0,3
"0, 4",3,2,0,0,0,0,0,5
"0, 3",7,8,2,0,1,0,0,18
"2, 3",0,1,2,0,0,0,0,3
"0, 2",4,3,0,0,1,0,0,8
"2, 2",9,4,1,0,3,0,1,17
"2, 4",5,3,0,0,1,0,0,9
"2, 3",3,2,0,0,0,0,0,5
"0, 4",2,2,0,0,1,0,0,5
"2, 4",1,1,0,0,1,0,0,3
"2, 4",4,8,0,0,2,0,1,14
"2, 3",5,3,0,0,2,0,0,10
"2, 3",4,6,0,0,2,0,0,12
"0, 4",4,1,0,0,0,0,1,5
"2, 2",2,0,0,0,1,0,1,3
"0, 2",7,2,1,0,2,6,0,18
"3, 3",0,1,0,0,0,0,0,1
"2, 4",6,13,2,0,0,2,0,23
"2, 2",5,3,1,0,2,0,0,11
"2, 2",3,4,0,0,1,0,1,8
"2, 4",2,0,0,0,1,0,1,3
"2, 2",37,14,4,0,4,0,2,59
"2, 4",2,0,0,0,0,0,0,2
"0, 2",2,1,2,0,0,0,1,5
"1, 4",5,2,1,0,1,0,0,9
"2, 4",1,1,0,0,0,0,1,2
"2, 2",1,2,0,0,0,0,1,3
"0, 2",2,1,0,0,0,0,0,3
"3, 4",1,0,0,0,0,0,0,1
"2, 4",2,1,0,0,1,0,1,4
"2, 2",14,10,4,1,6,0,1,35
"0, 4",2,1,0,0,0,0,0,3
"3, 4",5,3,1,0,1,0,0,10
"1, 2",0,2,0,0,0,0,0,2
"0, 4",1,1,0,0,1,1,0,4
"2, 3",8,1,1,0,2,0,1,12
"2, 4",3,11,1,0,1,3,1,19
"2, 3",5,7,2,0,1,2,1,17
"2, 4",7,13,0,0,3,0,1,23
"0, 3",0,0,0,0,1,0,0,1
"2, 3",5,1,0,0,2,1,1,9
"2, 4",9,7,2,0,0,5,0,23
"0, 2",1,0,0,0,0,1,0,2
"2, 4",0,3,1,0,0,1,0,5
"0, 4",4,0,0,0,0,0,0,4
"0, 2",5,7,2,0,0,0,0,14
"2, 3",3,3,0,0,0,1,1,7
"2, 3",3,5,1,0,2,0,0,11
"2, 4",4,10,2,0,0,0,0,16
"2, 2",11,4,2,0,1,0,3,18
"2, 3",2,2,0,1,2,0,0,7
"0, 4",2,1,0,0,1,0,0,4
"0, 4",1,1,0,0,0,0,0,2
"2, 3",2,1,0,0,0,0,1,3
"0, 2",2,0,1,0,1,0,0,4
"2, 2",5,8,1,0,0,2,0,16
"0, 3",9,4,1,0,0,0,1,14
"2, 4",10,6,1,0,1,0,1,18
"3, C de Grandhomme",0,1,0,0,0,0,0,1
"2, 2",2,0,0,0,1,0,0,3
"2, 4",0,8,2,0,1,0,0,11
"2, 4",1,0,0,0,0,0,0,1
"2, 3",0,3,0,0,0,0,0,3
"3, 2",2,1,0,0,0,0,0,3
"2, 3",0,1,0,0,0,0,0,1
"2, 2",14,11,1,0,3,0,3,29
"1, 4",2,1,0,0,0,0,0,3
"0, 4",1,0,0,0,0,0,1,1
"1, 4",4,10,3,0,1,0,1,18
"2, 2",3,7,1,0,1,1,1,13
"2, 2",12,8,0,0,1,3,1,24
"2, 4",6,11,3,0,1,1,2,22
"2, 3",2,0,0,0,1,0,0,3
"1, 4",9,3,1,0,5,1,1,19
"2, 3",0,1,0,0,0,0,0,1
"2, 4",6,4,0,0,4,0,0,14
"2, 3",4,2,0,0,0,0,1,6
"2, 3",2,3,0,0,1,0,0,6
"2, 2",8,0,1,0,2,0,2,11
"2, 4",1,2,1,0,0,0,0,4
"2, 4",2,0,0,0,0,0,1,2
"1, 3",0,1,0,0,0,0,0,1
"1, 3",5,6,3,0,4,0,0,18
"1, 4",9,3,2,1,3,2,1,20
"2, 4",6,6,0,0,1,0,1,13
"0, 4",1,2,1,0,1,0,0,5
"0, 4",0,2,0,0,0,0,0,2
"2, 4",2,2,0,0,1,0,0,5
"2, 3",2,1,0,0,0,0,0,3
"2, 4",13,0,0,0,1,0,2,14
"2, 3",3,1,0,0,1,0,0,5
"1, 2",11,7,1,0,3,1,2,23
"2, 4",2,5,1,0,1,0,0,9
"0, 3",2,0,0,0,1,0,1,3
"2, 4",2,3,0,0,0,0,0,5
"1, 4",8,4,4,0,2,2,0,20
"2, 4",4,2,0,0,0,0,1,6
"0, 3",2,1,0,0,1,0,1,4
"0, 3",1,2,1,0,0,0,0,4
"2, 4",2,3,0,0,1,0,0,6
"0, 2",0,2,0,0,0,0,0,2
"1, 4",4,2,0,0,1,0,0,7
"2, 4",1,1,0,0,0,0,1,2
"2, 2",1,3,0,0,0,0,0,4
"0, 2",4,2,0,0,0,1,2,7
"0, 4",1,1,0,0,0,0,1,2
"0, 2",0,3,1,0,0,0,0,4
"0, 2",5,5,2,0,4,1,1,17
"2, 3",5,0,1,0,1,0,0,7
"3, TS Mills",0,1,1,0,0,0,0,2
"0, 2",3,1,0,0,0,0,1,4
"2, 3",7,1,0,0,1,0,1,9
"2, 3",8,2,0,0,1,0,1,11
"1, 4",3,2,0,0,0,0,0,5
"2, 4",6,10,3,0,2,2,1,23
"1, 3",5,3,0,0,1,1,0,10
"0, Ankit Soni",3,1,0,0,0,2,1,6
"2, 4",3,1,1,0,0,0,0,5
"1, 2",4,4,1,0,1,1,0,11
"1, 4",14,11,1,1,4,0,2,31
"2, 3",2,1,0,0,2,0,0,5
"2, 2",4,1,0,0,2,0,0,7
"2, 4",2,1,1,0,1,1,0,6
"1, 2",1,3,1,0,0,0,1,5
"0, 4",1,3,0,0,0,0,1,4
"2, 4",3,0,0,0,1,0,0,4
"2, 3",6,1,0,0,0,0,0,7
"3, 4",2,0,0,0,0,0,0,2
"2, 4",0,2,0,0,0,0,0,2
"2, 2",0,2,0,0,1,0,0,3
"0, 3",1,0,0,0,0,0,1,1
"0, 3",0,2,0,0,0,0,0,2
"2, 4",10,11,2,0,1,2,0,26
"2, 3",3,1,0,0,0,0,0,4
"2, 3",3,0,1,0,0,0,1,4
"0, 2",2,1,1,0,1,0,0,5
"2, 4",1,0,0,0,0,0,0,1
"2, 2",5,5,1,0,1,2,0,14
"2, 4",1,0,0,0,0,0,1,1
"2, 2",3,2,0,0,0,0,1,5
"2, 4",0,2,0,0,0,1,0,3
"0, 2",0,1,0,0,0,0,0,1
"2, 3",2,1,0,0,0,0,1,3
"0, 4",1,0,3,0,0,0,0,4
"2, 4",4,0,0,0,0,0,1,4
"0, 4",1,2,0,0,1,0,0,4
"2, 3",3,4,1,0,4,0,0,12
"0, 3",0,1,0,0,0,1,0,2
"0, 2",2,1,1,0,0,0,0,4
"2, 3",0,1,0,0,0,1,0,2
"1, 4",3,1,1,0,0,1,0,6
"0, 3",1,1,0,0,0,0,0,2
"1, 4",12,4,3,0,3,3,0,25
"2, 3",1,4,0,0,0,0,0,5
"2, 2",6,6,2,1,3,5,1,23
"0, 4",1,1,0,0,1,0,0,3
"2, 4",1,2,1,0,1,1,0,6
"0, 3",1,0,0,0,0,0,0,1
"2, 2",3,4,0,0,1,1,0,9
"2, 3",7,2,0,0,0,0,2,9
"2, 4",9,6,0,0,0,1,1,16
"2, 3",1,4,0,0,1,2,0,8
"2, 4",9,5,0,0,2,1,0,17
"2, 3",5,1,2,2,3,0,1,13
"2, 4",3,2,1,0,0,0,1,6
"2, 4",1,3,1,0,1,0,0,6
"0, 3",1,0,0,0,0,0,1,1
"2, 4",0,1,0,0,0,0,0,1
"2, 2",9,7,0,0,3,0,1,19
"2, 4",1,1,0,0,0,0,0,2
"2, 2",2,2,1,0,1,0,0,6
"3, 2",7,3,3,0,1,0,0,14
"2, 2",3,3,1,0,0,0,0,7
"1, 4",4,1,1,0,0,2,2,8
"2, 3",0,2,0,0,0,3,0,5
"2, 4",0,5,1,0,0,0,0,6
"1, 3",1,1,0,0,0,0,0,2
"2, 2",2,0,0,0,0,0,0,2
"2, 3",3,3,0,0,1,0,0,7
"0, 2",1,1,1,0,0,0,1,3
"0, 4",0,2,1,0,0,0,0,3
"0, 2",3,2,1,0,0,0,2,6
"2, 4",1,0,1,0,2,0,0,4
"0, 4",4,3,1,0,3,0,0,11
"2, 4",7,5,2,0,2,0,1,16
"2, 4",1,1,0,0,3,0,0,5
"2, 4",4,2,3,0,0,0,1,9
"2, 4",0,2,0,0,0,0,0,2
"3, 0",1,1,0,0,0,0,0,2
"2, 4",2,3,0,0,1,1,1,7
"2, 4",1,1,0,0,0,0,0,2
"0, 4",10,6,2,0,2,0,0,20
"0, 2",1,2,1,0,2,0,0,6
"2, 2",3,7,0,0,0,0,1,10
"2, 2",6,7,2,0,1,1,1,17
"2, 4",2,1,0,0,0,0,1,3
"0, 2",0,1,0,0,0,0,0,1
"0, 2",2,1,0,0,0,0,0,3
"2, 4",3,6,1,0,3,2,0,15
"2, 4",4,2,0,0,0,0,0,6
"2, 4",3,4,1,0,2,0,1,10
"2, 4",2,4,0,0,1,0,0,7
"2, 4",2,2,0,0,1,0,0,5
"0, 4",2,0,0,0,1,1,0,4
"2, 2",1,3,0,0,0,0,0,4
"2, 2",3,3,2,0,0,0,1,8
"3, 4",1,1,0,0,0,0,0,2
"2, 2",1,1,0,0,0,0,0,2
"2, 4",0,1,0,0,0,1,0,2
"2, 2",13,9,1,0,5,0,1,28
"1, 3",13,4,1,0,2,3,3,23
"1, 4",26,6,1,0,5,1,3,39
"2, 2",4,3,0,0,1,0,0,8
"2, 4",0,2,0,0,0,1,0,3
"0, 4",3,2,0,0,3,0,1,8
"2, 3",2,4,1,0,0,0,0,7
"0, 4",1,5,0,0,0,0,1,6
"1, 3",6,2,0,0,2,0,0,10
"2, 3",6,1,0,0,1,0,0,8
"0, 2",2,1,2,0,1,2,0,8
"1, 2",4,4,0,0,1,0,0,9
"2, 4",1,4,0,0,0,1,0,6
"2, 2",17,15,0,0,7,0,1,39
"0, 4",7,4,2,0,0,0,0,13
"1, 3",0,0,0,0,1,4,0,5
"1, 4",22,8,2,0,5,0,3,37
"3, 2",1,1,0,0,0,0,0,2
"0, 3",0,1,0,0,0,0,0,1
"2, 4",8,8,2,0,1,1,0,20
"2, J Theron",3,1,0,0,0,0,0,4
"1, 3",5,9,0,0,1,0,0,15
"2, 3",1,2,0,0,1,0,1,4
"0, 4",1,2,1,0,2,0,1,6
"0, 3",4,1,0,0,0,0,0,5
"3, 2",3,0,0,0,0,0,0,3
"2, 3",0,2,0,0,0,0,0,2
"2, 4",12,3,1,0,2,0,0,18
"2, 3",2,0,0,0,0,0,1,2
"C de Grandhomme, 4",5,1,1,0,0,0,1,7
"2, 4",1,3,0,0,1,0,0,5
"2, 4",0,1,0,0,1,2,0,4
"1, 2",0,2,0,0,0,0,0,2
"2, 2",25,8,0,0,2,0,2,35
"0, 4",2,3,1,0,0,0,1,6
"2, 2",1,3,0,0,0,0,0,4
"K Rabada, 2",1,3,0,0,0,0,0,4
"2, 4",3,4,0,1,0,0,1,8
"2, 3",3,1,0,0,2,0,0,6
"0, 4",3,2,0,0,1,0,2,6
"0, 4",8,2,0,0,1,0,1,11
"2, 4",1,2,0,0,0,0,0,3
"2, 4",4,10,1,0,0,1,1,16
"2, 4",0,0,1,0,0,0,0,1
"2, 4",9,16,4,0,7,3,2,39
"0, 4",4,5,0,0,0,1,1,10
"2, 2",14,14,0,0,2,0,2,30
"2, 3",1,5,0,0,1,0,0,7
"0, 2",0,1,0,0,0,0,0,1
"0, 2",1,1,0,0,0,0,0,2
"0, 4",2,0,0,0,0,0,1,2
"0, 4",1,1,0,0,0,0,1,2
"1, 2",1,0,2,0,2,1,0,6
"2, 4",10,4,0,0,4,1,2,19
"2, 3",0,1,0,0,2,0,0,3
"2, 3",4,4,0,0,2,0,0,10
"0, 2",2,3,0,0,0,0,1,5
"2, 3",1,0,0,0,1,0,0,2
"2, 3",3,0,1,0,2,0,0,6
"2, 4",6,6,0,0,5,0,0,17
"0, 4",0,1,1,0,1,0,0,3
"2, 4",3,2,0,0,1,0,0,6
"0, 4",2,0,1,0,0,0,1,3
"0, 4",1,1,0,0,0,0,1,2
"2, 4",1,1,0,0,1,0,0,3
"3, 3",0,2,0,0,1,0,0,3
"2, 2",3,0,1,0,0,0,1,4
"1, 3",3,1,0,0,2,0,0,6
"2, 2",10,4,1,0,0,0,1,15
"1, 2",4,9,2,0,4,0,0,19
"2, 4",2,6,2,0,3,1,0,14
"2, 4",19,19,5,0,4,2,1,49
"1, 4",5,5,2,0,1,0,2,13
"1, 4",3,2,2,0,1,1,0,9
"3, 4",2,3,1,0,0,0,0,6
"2, 4",5,10,2,1,3,0,0,21
"0, 2",4,7,3,0,0,0,1,14
"2, 4",3,1,0,0,0,0,0,4
"2, 3",2,1,0,0,0,0,0,3
"1, 2",6,5,0,0,2,4,0,17
"1, 3",0,2,1,0,0,1,0,4
"2, 2",11,5,1,0,2,1,0,20
"2, 2",2,0,0,0,1,0,0,3
"2, 4",1,1,0,0,0,0,1,2
"3, 2",1,1,0,0,0,0,0,2
"2, 4",3,1,1,0,0,0,1,5
"2, 3",3,3,0,0,2,0,0,8
"2, TS Mills",7,1,1,0,0,1,1,10
"0, 2",2,1,0,0,0,1,0,4
"0, J Theron",2,0,0,0,0,0,0,2
"0, 2",3,2,1,0,1,0,0,7
"3, TS Mills",1,2,1,0,0,0,0,4
"3, 2",1,0,0,0,0,0,1,1
"1, 4",4,2,0,0,1,0,2,7
"2, 3",2,1,0,0,0,1,1,4
"3, 2",1,0,0,0,0,0,0,1
"1, 2",4,6,2,0,0,0,0,12
"2, Basil Thampi",1,1,1,0,0,1,0,4
"2, 4",0,3,0,0,0,0,0,3
"2, 3",1,4,0,0,1,1,1,7
"2, 3",0,2,0,0,0,1,0,3
"1, 4",5,1,0,0,3,1,0,10
"0, 4",1,1,0,0,1,0,0,3
"1, 4",6,6,0,0,1,1,0,14
"2, K Rabada",1,0,0,0,0,0,1,1
"2, 4",0,1,0,0,0,0,0,1
"2, 4",11,16,3,0,3,1,1,34
"1, 4",6,4,0,0,0,0,0,10
"0, 2",4,0,0,0,0,0,1,4
"1, 2",2,0,0,0,0,0,1,2
"1, 2",1,0,0,0,0,0,1,1
"0, 2",0,3,0,0,0,0,0,3
"0, 4",5,3,2,0,0,1,0,11
"0, 4",1,3,0,0,2,0,0,6
"0, 4",0,1,0,0,0,0,0,1
"1, 3",0,1,0,0,1,0,0,2
"0, 3",1,0,0,0,0,0,0,1
"0, 4",2,1,0,0,0,0,1,3
"1, 4",2,1,0,0,0,0,0,3
"2, 3",0,0,0,0,1,0,0,1
"2, 3",0,2,0,0,1,0,0,3
"2, 4",3,1,0,0,0,0,0,4
"0, 3",1,0,0,0,0,0,0,1
"2, 2",10,3,0,0,4,2,2,19
"0, 4",0,1,2,0,0,1,0,4
"2, 2",5,8,0,0,0,0,1,13
"1, 4",1,4,1,0,0,0,0,6
"2, 4",3,4,0,0,1,0,0,8
"0, 2",5,0,0,0,0,0,0,5
"0, 2",4,2,0,0,0,0,1,6
"3, 4",1,0,0,0,0,0,0,1
"0, 4",1,2,0,0,0,1,0,4
"3, 4",0,1,0,0,0,0,0,1
"2, 4",2,3,2,0,0,1,1,8
"JJ van der Wath, 4",1,0,0,0,0,0,0,1
"2, AN Ahmed",2,1,1,0,0,1,0,5
"2, 3",1,2,0,0,1,0,0,4
"2, 2",10,9,3,0,2,2,0,26
"2, 2",4,5,1,0,0,0,0,10
"0, 4",1,1,0,1,0,1,1,4
"0, 4",0,3,1,0,0,0,0,4
"0, 4",3,3,0,0,0,0,0,6
"0, 4",1,0,0,0,1,0,1,2
"0, 4",1,0,0,0,0,0,1,1
"2, 4",6,3,1,0,3,0,0,13
"2, 4",0,1,0,0,0,0,0,1
"1, 4",5,3,0,0,1,0,0,9
"1, 2",7,4,0,0,0,0,1,11
"3, 4",2,2,0,0,1,0,0,5
"2, 4",3,3,2,0,1,0,1,9
"1, 3",0,4,0,0,0,1,0,5
"3, 4",2,3,0,0,1,0,1,6
"0, 3",0,1,0,0,0,0,0,1
"2, 3",4,2,3,0,0,0,0,9
"2, 4",2,10,1,0,1,0,0,14
"2, 4",10,2,0,0,1,0,2,14
"2, K Rabada",0,2,0,0,2,0,0,4
"2, 2",1,4,0,1,0,0,0,6
"0, 2",1,0,0,0,1,0,1,2
"2, 4",1,0,0,0,0,0,0,1
"2, 3",2,2,0,0,0,0,0,4
"2, 4",11,0,0,0,2,1,1,14
"3, 2",1,2,0,0,0,0,0,3
"2, 4",0,1,0,0,2,0,0,3
"2, 4",2,3,0,0,0,0,1,5
"0, 4",0,3,1,0,0,0,0,4
"2, 4",14,14,1,0,6,1,3,36
"0, 2",2,5,0,0,2,0,0,9
"1, 4",1,1,0,0,0,0,0,2
"2, 2",5,6,2,0,5,3,2,21
"2, 2",2,0,1,0,3,1,0,7
"2, 4",7,8,1,0,1,2,1,19
"0, 3",1,1,1,0,0,0,0,3
"1, 4",19,12,1,0,5,2,2,39
"1, 3",0,7,0,0,1,0,0,8
"0, 2",2,2,0,1,0,0,1,5
"2, 3",6,1,1,0,1,0,0,9
"3, 4",0,1,0,0,0,0,0,1
"2, 3",0,2,0,0,0,0,0,2
"1, 3",4,5,1,0,2,1,0,13
"0, 4",2,1,0,0,0,0,0,3
"0, 4",3,2,1,0,2,1,0,9
"2, 2",22,7,3,0,12,3,2,47
"0, 4",2,1,0,0,0,0,0,3
"0, 4",1,3,0,0,0,0,0,4
"2, 4",0,2,0,0,0,0,0,2
"0, 4",3,1,1,0,0,0,0,5
"2, 3",2,2,0,0,1,0,0,5
"2, 4",1,1,2,0,1,1,0,6
"2, 3",1,2,0,0,1,0,0,4
"2, 4",3,9,0,0,0,1,0,13
"2, 2",0,2,2,0,0,0,0,4
"0, 3",2,7,1,0,0,0,0,10
"1, 3",8,4,1,0,1,1,1,15
"2, 4",9,5,1,0,6,0,0,21
"0, 2",8,3,1,0,1,0,1,13
"3, 3",1,1,0,0,0,0,1,2
"2, T Natarajan",2,2,0,0,3,2,0,9
"2, 3",3,3,1,0,0,1,0,8
"2, 4",3,6,0,0,2,1,1,12
"2, 2",0,1,0,0,0,0,0,1
"0, 3",1,0,0,0,0,0,1,1
"1, 4",5,1,1,0,1,1,1,9
"2, 4",4,7,3,0,3,0,2,17
"2, 4",3,3,0,0,0,0,1,6
"2, 2",0,1,0,0,0,0,0,1
"3, 4",0,1,0,0,0,0,0,1
"2, 4",1,0,0,0,0,0,1,1
"0, 2",2,2,0,0,3,0,1,7
"0, 2",3,2,0,0,0,0,0,5
"1, 4",13,4,0,0,1,8,2,26
"3, 4",1,1,0,0,0,0,0,2
"2, 4",13,10,1,0,3,0,1,27
"2, 4",4,1,3,0,1,0,0,9
"0, 3",4,2,1,0,1,0,1,8
"1, 2",2,1,0,0,0,0,1,3
"0, 2",1,0,0,0,0,0,1,1
"2, 2",2,3,1,0,0,0,0,6
"0, 3",1,1,0,0,0,0,0,2
"3, 2",1,0,0,0,0,0,1,1
"2, 3",1,2,0,0,0,0,0,3
"0, 4",2,4,0,0,1,0,0,7
"3, 3",2,1,0,0,0,0,0,3
"2, 3",7,3,0,0,4,3,0,17
"2, 4",8,12,0,0,1,1,1,22
"3, 4",1,1,0,0,1,0,1,3
"3, 4",2,0,0,0,0,0,1,2
"2, 2",2,5,0,1,0,1,0,9
"2, 4",1,0,1,0,0,0,1,2
"3, 2",3,0,0,0,0,0,1,3
"0, 4",1,1,0,0,2,0,0,4
"0, 4",0,0,0,0,2,0,0,2
"3, Basil Thampi",0,2,0,0,0,0,0,2
"2, 4",0,1,1,0,0,0,0,2
"2, 4",1,4,0,0,2,2,0,9
"2, 2",13,18,5,0,4,2,0,42
"2, 4",6,2,0,0,0,0,0,8
"0, 2",4,6,0,0,1,0,0,11
"0, 3",1,2,1,0,1,0,0,5
"2, 4",2,1,0,0,1,0,0,4
"2, 4",0,3,0,0,0,0,0,3
"2, 4",4,0,1,0,1,0,0,6
"1, 2",0,1,0,0,0,0,0,1
"0, 4",1,1,0,0,0,0,0,2
"2, 4",7,4,4,0,0,0,2,15
"2, 4",15,9,0,0,1,4,0,29
"0, 2",0,2,0,0,1,0,0,3
"1, 4",5,5,0,0,2,0,0,12
"2, Mohammed Siraj",2,1,0,0,0,0,0,3
"2, 3",1,3,0,0,0,0,0,4
"2, 4",6,7,1,0,4,1,0,19
"2, 4",11,5,0,0,3,0,1,19
"2, 4",2,3,0,0,0,0,0,5
"1, 3",4,2,2,0,2,2,1,12
"0, 4",1,3,0,0,0,0,0,4
"1, TS Mills",1,5,1,0,2,1,0,10
"0, 3",0,1,0,0,0,2,0,3
"2, 3",1,2,0,0,1,1,0,5
"0, 4",4,4,0,0,0,2,0,10
"0, 2",4,4,0,0,0,0,0,8
"0, 3",2,0,2,0,0,0,1,4
"2, 3",1,3,0,0,2,1,0,7
"2, 3",1,3,0,0,0,0,0,4
"0, 4",1,1,2,0,2,0,0,6
"1, 2",14,10,5,0,12,2,1,43
"0, 4",0,1,1,0,0,0,0,2
"0, 2",0,2,0,0,0,0,0,2
"2, 4",5,17,2,0,4,0,0,28
"1, 3",3,3,0,0,0,0,1,6
"0, 4",1,3,0,0,0,0,1,4
"2, Basil Thampi",10,4,1,0,1,1,1,17
"2, 3",2,0,2,0,0,1,1,5
"0, 3",1,0,0,0,0,0,1,1
"2, 3",2,4,1,0,0,0,0,7
"2, 2",32,18,5,2,9,3,1,69
"2, 4",0,2,0,0,0,0,0,2
"2, 3",6,6,0,0,1,0,0,13
"2, 2",1,3,0,0,0,1,0,5
"2, 4",0,2,0,0,2,0,0,4
"A 0, 4",1,0,1,0,0,0,1,2
"0, 4",1,0,0,0,0,0,0,1
"0, 3",0,2,0,0,0,1,0,3
"0, 3",0,3,0,0,0,0,0,3
"2, 2",10,5,3,0,0,2,1,20
"3, 4",0,1,0,0,0,0,0,1
"2, 2",3,2,0,0,2,0,0,7
"2, 3",1,1,0,0,0,0,0,2
"0, 4",5,1,0,0,1,0,0,7
"0, 4",1,1,2,0,1,0,0,5
"2, 3",13,11,4,0,2,1,2,31
"2, 3",6,0,1,0,3,2,0,12
"0, 4",1,2,2,0,0,0,0,5
"2, 3",0,1,0,0,0,0,0,1
"0, 4",3,1,1,0,0,0,1,5
"2, 2",19,10,0,0,10,3,2,42
"2, 4",19,9,0,0,7,1,2,36
"2, 3",9,9,1,0,3,0,0,22
"3, 3",4,3,0,0,1,0,0,8
"2, 4",5,4,1,0,2,2,1,14
"2, 2",1,0,0,0,0,0,1,1
"0, 4",0,1,0,0,0,0,0,1
"2, 4",4,0,0,0,5,0,2,9
"0, 2",1,0,1,0,0,0,0,2
"2, 2",12,11,1,0,3,1,0,28
"1, 3",3,6,1,0,1,2,0,13
"2, 3",7,4,1,0,2,3,0,17
"3, 4",1,3,0,0,1,0,1,5
"2, 3",4,5,0,0,1,0,1,10
"2, 4",5,6,1,0,3,0,0,15
"1, 3",5,1,0,0,0,0,1,6
"0, 4",0,2,0,0,1,1,0,4
"2, 4",2,6,2,0,0,0,1,10
"2, 2",15,18,2,0,5,0,3,40
"0, 4",1,1,0,0,0,0,1,2
"2, 4",3,5,1,0,1,0,0,10
"2, 4",17,8,2,0,4,2,0,33
"2, 4",1,3,0,0,1,1,0,6
"2, 3",1,2,1,0,4,0,0,8
"2, 2",0,1,0,0,1,0,0,2
"S 3, 2",5,1,0,0,0,0,0,6
"2, 4",10,9,2,0,8,2,0,31
"2, 3",4,8,1,0,1,3,0,17
"2, 3",2,3,0,0,0,0,0,5
"2, 4",7,7,2,0,1,0,1,17
"0, 4",6,3,2,0,0,1,0,12
"2, 4",6,3,0,0,0,0,1,9
"2, 3",4,4,0,0,1,0,0,9
"0, 2",2,2,0,0,0,0,1,4
"2, 4",7,2,1,0,0,0,0,10
"0, 4",0,1,0,0,0,0,0,1
"1, 2",15,19,1,0,2,4,2,41
"2, 2",16,27,5,1,11,2,1,62
"0, 4",3,1,1,0,1,0,0,6
"2, 2",6,2,0,0,4,0,1,12
"2, 4",1,4,0,0,0,0,0,5
"0, 4",1,5,0,0,1,0,0,7
"3, 4",1,3,0,0,0,0,0,4
"2, 3",4,2,1,0,0,1,0,8
"2, 4",6,3,1,0,1,0,1,11
"2, 1",1,1,0,0,1,0,0,3
"0, 2",1,0,0,0,1,0,0,2
"2, 4",2,3,1,0,2,0,1,8
"1, 2",3,3,0,0,0,0,0,6
"1, 4",7,12,1,0,5,1,0,26
"1, 4",4,2,0,0,0,0,0,6
"2, 4",2,3,1,0,0,1,0,7
"2, 4",2,4,0,0,0,0,0,6
"2, 3",3,3,1,0,1,1,0,9
"0, 4",1,3,3,0,0,0,0,7
"2, 4",4,6,1,0,0,1,0,12
"2, 4",2,1,1,0,0,1,1,5
"2, 0",3,2,0,0,1,0,0,6
"2, 3",7,0,0,0,0,1,1,8
"0, 4",7,5,2,0,0,0,0,14
"0, 4",1,2,0,0,0,0,1,3
"2, 3",3,3,0,0,0,0,0,6
"0, 2",0,1,0,0,0,0,0,1
"2, 3",9,10,0,0,0,0,0,19
"2, 2",8,3,0,0,3,2,0,16
"2, 4",6,9,1,0,3,1,0,20
"2, 4",1,5,0,0,2,0,0,8
"2, 4",4,2,0,0,1,1,0,8
"0, AN Ahmed",0,2,0,0,1,0,0,3
"2, 3",0,3,0,0,0,0,0,3
"0, 3",3,0,0,0,0,0,0,3
"2, 4",6,7,2,0,2,0,0,17
"2, 4",3,8,0,0,1,2,0,14
"2, 2",5,2,1,0,1,0,0,9
"1, 4",5,2,0,0,3,2,0,12
