player_id,player_name,matches,bat_inns,not_outs,runs_scored,highest_score,ave_score,balls_faced,sr,hundreds,fifties,fours,sixes,bowl_inns,balls,runs_conceded,wkts,bowl_ave,econ,bowl_sr
47660,Ryan ten Doeschate,320,282,63,6416,0,29.29,4757,134.87,2,27,397,270,134,2089,2845,109,26.1,8.17,19.1
355269,James Neesham,94,73,21,1337,0,25.71,970,137.83,0,4,96,59,82,1472,2183,84,25.98,8.89,17.5
4498,Aiden Blizzard,98,94,11,2043,89,24.61,1541,132.57,0,10,226,64,1,6,10,0,0,10,0
249866,Alex Hales,191,190,12,5174,0,29.06,3636,142.29,2,32,582,181,2,3,7,0,0,14,0
5941,Ben Hilfenhaus,96,41,19,205,0,9.31,210,97.61,0,0,10,8,96,2050,2598,117,22.2,7.6,17.5
32130,Pragyan Ojha,142,38,20,75,0,4.16,108,69.44,0,0,0,3,139,2897,3492,156,22.38,7.23,18.5
288284,Josh Hazlewood,30,5,3,11,0,5.5,23,47.82,0,0,0,0,30,695,901,37,24.35,7.77,18.7
32091,Abhishek Nayar,95,80,20,1291,79,21.51,1043,123.77,0,3,107,49,46,679,927,27,34.33,8.19,25.1
278482,Dinesh Salunkhe,6,3,1,33,0,16.5,24,137.5,0,0,5,0,5,48,78,1,78,9.75,48
423838,Rahul Tewatia,25,18,6,303,42,25.25,206,147.08,0,0,29,12,23,402,467,19,24.57,6.97,21.1
223642,Rusty Theron,120,49,25,228,0,9.5,212,107.54,0,0,13,8,119,2585,3106,135,23,7.2,19.1
856285,Sagar Trivedi,8,2,0,4,3,2,5,80,0,0,0,0,8,186,270,10,27,8.7,18.6
36071,Dishant Yagnik,56,46,11,662,70,18.91,566,116.96,0,3,70,18,0,0,0,0,0,0,0
398666,Sean Abbott,64,42,9,318,39,9.63,302,105.29,0,0,20,11,63,1125,1641,69,23.78,8.75,16.3
26806,S Badrinath,142,110,30,2300,0,28.75,2040,112.74,0,13,217,42,2,18,22,1,22,7.33,18
474794,Shishir  Bhavane,1,1,0,23,23,23,17,135.29,0,0,4,0,0,0,0,0,0,0,0
27280,Manvinder  Bisla,65,64,3,1324,92,21.7,1196,110.7,0,6,143,35,0,0,0,0,0,0,0
333780,Nic Maddinson,89,84,8,1801,85,23.69,1373,131.17,0,10,172,75,2,12,23,0,0,11.5,0
318845,Rilee Rossouw,137,132,11,3203,78,26.47,2441,131.21,0,16,324,104,2,11,13,1,13,7.09,11
53115,Darren Sammy,281,237,70,3489,0,20.89,2469,141.31,0,6,229,214,214,3381,4467,157,28.45,7.92,21.5
592735,Sandeep Warrier,34,7,4,13,0,4.33,30,43.33,0,0,1,0,34,727,888,33,26.9,7.32,22
237199,Jalaj Saxena,48,42,7,585,0,16.71,664,88.1,0,1,58,5,40,719,844,41,20.58,7.04,17.5
35357,Yogesh Takawale,32,26,3,672,89,29.21,614,109.44,0,4,64,18,0,0,0,0,0,0,0
554699,Vijay Zol,16,15,0,418,109,27.86,334,125.14,1,2,49,11,0,0,0,0,0,0,0
10582,Ravi Bopara,309,285,57,6210,0,27.23,5162,120.3,1,31,483,177,238,4169,5214,206,25.31,7.5,20.2
32211,Padmanabhan Prasanth,49,37,19,316,0,17.55,239,132.21,0,0,22,17,49,1051,1098,64,17.15,6.26,16.4
34019,Laxmi Shukla,81,64,16,994,76,20.7,824,120.63,0,3,72,40,60,976,1157,47,24.61,7.11,20.7
452044,Hanuma Vihari,65,64,7,1219,81,21.38,1097,111.12,0,4,104,26,26,360,439,21,20.9,7.31,17.1
5766,David Hussey,267,251,48,6097,0,30.03,4577,133.2,1,31,424,239,110,1438,1792,68,26.35,7.47,21.1
451947,Milind Kumar,41,35,9,723,58,27.8,658,109.87,0,2,73,9,17,172,237,3,79,8.26,57.3
265564,Wayne Parnell,190,108,44,1234,99,19.28,1016,121.45,0,3,107,37,185,3751,4840,194,24.94,7.74,19.3
478881,HS Sharath,9,4,0,8,5,2,18,44.44,0,0,0,0,9,180,194,7,27.71,6.46,25.7
390547,Rahul Shukla,29,15,8,60,0,8.57,56,107.14,0,0,4,2,29,593,812,29,28,8.21,20.4
38699,Ross Taylor,254,238,59,5646,0,31.54,4241,133.12,1,29,391,277,15,186,280,8,35,9.03,23.2
26829,Lakshmipathy Balaji,104,20,9,54,15,4.9,62,87.09,0,0,4,2,104,2161,2797,126,22.19,7.76,17.1
30049,Murali Kartik,147,46,21,320,35,12.8,290,110.34,0,0,28,5,143,3069,3450,110,31.36,6.74,27.9
32540,Cheteshwar Pujara,58,50,7,1096,81,25.48,1042,105.18,0,6,121,18,0,0,0,0,0,0,0
328163,Debabrata Das,56,43,17,720,0,27.69,550,130.9,0,2,57,33,0,0,0,0,0,0,0
45789,Jacques Kallis,176,171,28,4416,0,30.88,3927,112.45,0,32,437,100,150,2747,3482,114,30.54,7.6,24
433356,Sayan Mondal,23,16,3,259,52,19.92,233,111.15,0,2,23,5,23,470,528,29,18.2,6.74,16.2
388678,Ben Dunk,82,79,3,1794,96,23.6,1392,128.87,0,9,172,53,4,36,60,2,30,10,18
31756,Sushant Marathe,8,8,1,235,0,33.57,175,134.28,0,1,27,6,0,0,0,0,0,0,0
314622,Krishmar Santokie,108,37,17,178,22,8.9,189,94.17,0,0,10,11,108,2394,2831,167,16.95,7.09,14.3
505773,Apoorv Wankhade,40,39,12,699,0,25.88,539,129.68,0,0,42,25,0,0,0,0,0,0,0
371814,Kevon Cooper,164,100,41,753,0,12.76,542,138.92,0,0,52,42,154,3250,3914,195,20.07,7.22,16.6
5674,Brad Hodge,277,261,60,7406,106,36.84,5641,131.28,2,48,709,248,86,1116,1451,65,22.32,7.8,17.1
24790,Tanmay Mishra,20,19,0,366,68,19.26,370,98.91,0,1,25,10,4,42,58,3,19.33,8.28,14
49636,Muttiah Muralitharan,164,38,14,81,11,3.37,110,73.63,0,0,3,2,164,3705,3945,179,22.03,6.38,20.6
52912,Ravi Rampaul,139,43,25,173,0,9.61,167,103.59,0,0,10,6,138,2950,3773,169,22.32,7.67,17.4
33757,Sachin Rana,42,38,9,654,62,22.55,587,111.41,0,2,54,18,23,357,403,20,20.15,6.77,17.8
26798,Srikkanth Anirudha,70,60,12,1254,77,26.12,1007,124.52,0,7,119,47,0,0,0,0,0,0,0
390480,Manprit Juneja,42,40,8,949,0,29.65,745,127.38,1,4,93,17,1,6,24,0,0,24,0
279562,Prasanth Parameswaran,34,10,8,15,0,7.5,20,75,0,0,2,0,34,707,913,33,27.66,7.74,21.4
324444,Amit Paunikar,22,22,1,421,0,20.04,376,111.96,0,1,54,8,0,0,0,0,0,0,0
55814,Brendan Taylor,134,128,18,2975,0,27.04,2484,119.76,1,22,272,76,8,150,152,8,19,6.08,18.7
35805,Venugopal Rao,83,71,12,1390,0,23.55,1142,121.71,0,7,107,50,25,306,448,8,56,8.78,38.2
574178,Akila Dananjaya,55,19,9,73,28,7.3,89,82.02,0,0,4,1,51,1090,1312,56,23.42,7.22,19.4
340939,Imtiaz Ahmed,20,14,4,150,0,15,90,166.66,0,0,11,11,20,414,535,17,31.47,7.75,24.3
624023,R Karthikeyan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49535,Nuwan Kulasekara,112,56,19,395,31,10.67,329,120.06,0,0,24,16,111,2357,2868,125,22.94,7.3,18.8
315623,Ben Laughlin,124,34,13,107,22,5.09,119,89.91,0,0,5,4,122,2565,3387,157,21.57,7.92,16.3
6981,Dirk Nannes,215,39,31,66,0,8.25,79,83.54,0,0,3,1,211,4624,5720,257,22.25,7.42,17.9
49289,Mahela Jayawardene,222,214,27,5479,116,29.29,4150,132.02,3,36,634,136,5,75,97,3,32.33,7.76,25
26184,Ajit Agarkar,62,35,15,286,39,14.3,228,125.43,0,0,23,8,60,1172,1608,47,34.21,8.23,24.9
44089,Gulam Bodi,88,76,6,1887,0,26.95,1706,110.6,0,12,188,61,1,6,6,1,6,6,6
27685,Bharat Chipli,30,28,7,453,0,21.57,386,117.35,0,2,52,12,2,24,44,1,44,11,24
624025,Royston Dias,2,0,0,0,0,0,0,0,0,0,0,0,2,46,71,1,71,9.26,46
49700,Jeevan Mendis,138,115,25,1970,67,21.88,1638,120.26,0,3,139,70,91,1491,1789,84,21.29,7.19,17.7
317786,Yogesh Nagar,49,37,9,561,0,20.03,511,109.78,0,0,40,16,21,285,350,21,16.66,7.36,13.5
477057,Sujit Nayak,4,3,2,45,0,45,25,180,0,0,3,3,2,24,35,0,0,8.75,0
7547,Ben Rohrer,103,90,26,1677,0,26.2,1260,133.09,0,3,120,53,1,6,12,0,0,12,0
527370,Aristh Singhvi,1,1,1,7,0,0,8,87.5,0,0,1,0,1,18,20,1,20,6.66,18
47850,Roelof van der Merwe,189,140,43,2109,0,21.74,1597,132.06,0,8,188,82,183,3699,4452,174,25.58,7.22,21.2
38373,Jesse Ryder,148,143,8,3460,0,25.62,2382,145.25,1,25,378,150,56,915,1200,33,36.36,7.86,27.7
5390,Adam Gilchrist,102,102,5,2622,0,27.03,1869,140.28,3,13,296,120,1,1,0,1,0,0,1
433410,Bhargav Bhatt,46,12,5,75,20,10.71,61,122.95,0,0,6,3,44,870,1118,47,23.78,7.71,18.5
337916,Siddharth Chitnis,34,28,10,510,0,28.33,333,153.15,0,1,38,27,5,72,114,4,28.5,9.5,18
527299,Aniket Choudhary,39,15,8,59,0,8.42,66,89.39,0,0,5,1,39,851,1070,47,22.76,7.54,18.1
317293,Manpreet Gony,85,48,15,466,42,14.12,303,153.79,0,0,31,29,84,1766,2264,91,24.87,7.69,19.4
391128,Harmeet Singh,31,8,3,22,14,4.4,20,110,0,0,3,0,31,594,773,27,28.62,7.8,22
16932,Dimitri Mascarenhas,130,100,29,1356,0,19.09,1065,127.32,0,3,90,52,126,2647,3133,152,20.61,7.1,17.4
376169,Michael Neser,48,30,13,290,0,17.05,253,114.62,0,0,19,8,47,918,1344,50,26.88,8.78,18.3
232284,Luke Pomersbach,56,54,7,1228,0,26.12,946,129.8,1,5,122,46,0,0,0,0,0,0,0
274785,Nitin Saini,50,46,4,754,0,17.95,742,101.61,0,3,69,6,0,0,0,0,0,0,0
35282,Sunny Singh,33,32,6,599,0,23.03,502,119.32,0,4,66,12,0,0,0,0,0,0,0
35630,Paul Valthaty,34,34,1,778,0,23.57,615,126.5,1,3,106,24,16,247,342,11,31.09,8.3,22.4
5779,Ryan Harris,64,37,15,239,31,10.86,231,103.46,0,0,12,6,63,1413,1745,81,21.54,7.4,17.4
5560,Brad Haddin,97,91,13,1747,76,22.39,1384,126.22,0,10,144,67,0,0,0,0,0,0,0
6278,Brett Lee,120,56,26,416,48,13.86,317,131.23,0,0,30,22,120,2706,3258,109,29.88,7.22,24.8
46393,Ryan McLaren,177,126,53,1656,77,22.68,1403,118.03,0,3,139,33,171,3385,4559,156,29.22,8.08,21.6
273439,Sachithra Senanayake,93,46,18,276,20,9.85,295,93.55,0,0,16,7,92,2032,2146,104,20.63,6.33,19.5
272465,James Pattinson,28,12,5,44,13,6.28,53,83.01,0,0,2,1,28,585,837,34,24.61,8.58,17.2
7133,Ricky Ponting,48,43,3,909,0,22.72,819,110.98,0,5,75,25,2,12,23,1,23,11.5,12
482315,Amitoze Singh,17,13,1,216,49,18,173,124.85,0,0,17,8,14,268,288,15,19.2,6.44,17.8
37004,James Franklin,233,210,51,4372,90,27.49,3505,124.73,0,15,274,180,172,2428,3430,111,30.9,8.47,21.8
272364,Phillip Hughes,34,34,8,1110,0,42.69,947,117.21,0,10,112,16,0,0,0,0,0,0,0
631130,Javed Khan,4,2,1,0,0,0,1,0,0,0,0,0,4,90,83,8,10.37,5.53,11.2
38062,Jacob Oram,105,85,18,1111,0,16.58,881,126.1,0,4,80,55,94,1839,2406,81,29.7,7.84,22.7
32965,Munaf Patel,97,20,13,46,0,6.57,52,88.46,0,0,5,0,97,2123,2450,101,24.25,6.92,21
35320,Sachin Tendulkar,96,96,11,2797,0,32.9,2310,121.08,1,16,359,38,8,93,123,2,61.5,7.93,46.5
262533,Udit Birla,29,24,2,530,56,24.09,491,107.94,0,1,45,16,1,6,24,0,0,24,0
28846,Raiphi Gomez,60,52,18,770,0,22.64,592,130.06,0,2,63,32,44,588,765,20,38.25,7.8,29.4
340854,Harpreet Singh,52,49,8,1248,92,30.43,1091,114.39,0,9,93,38,7,126,113,6,18.83,5.38,21
29637,Dheeraj Jadhav,24,23,4,447,0,23.52,484,92.35,0,1,36,2,2,12,23,0,0,11.5,0
31750,Anustup Majumdar,32,26,3,423,43,18.39,418,101.19,0,0,54,2,1,6,14,1,14,14,6
268739,Ajantha Mendis,126,46,17,197,0,6.79,233,84.54,0,0,15,6,125,2719,3146,167,18.83,6.94,16.2
26490,Ali Murtaza,33,11,5,119,0,19.83,138,86.23,0,0,10,1,32,654,761,32,23.78,6.98,20.4
33440,Mahesh Rawat,62,54,20,1153,0,33.91,940,122.65,0,9,111,25,0,0,0,0,0,0,0
52983,Marlon Samuels,187,181,38,4571,0,31.96,3876,117.93,2,29,388,191,92,1636,1957,70,27.95,7.17,23.3
56194,Tamim Iqbal,174,173,15,4730,130,29.93,3971,119.11,2,31,496,135,2,13,18,0,0,8.3,0
431876,Krishnakant  Upadhyay,21,10,6,19,0,4.75,24,79.16,0,0,1,1,21,421,545,20,27.25,7.76,21
279552,Shrikant Wagh,44,31,15,220,0,13.75,214,102.8,0,0,13,6,44,832,1021,51,20.01,7.36,16.3
23460,Luke Wright,300,279,26,7199,0,28.45,4996,144.09,7,38,738,274,122,1799,2563,79,32.44,8.54,22.7
4578,Michael Clarke,46,40,5,737,67,21.05,681,108.22,0,1,57,12,24,273,368,9,40.88,8.08,30.3
28114,Rahul Dravid,109,101,7,2586,0,27.51,2271,113.87,0,13,311,34,0,0,0,0,0,0,0
628059,Kumar Boresa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51782,Fidel Edwards,93,30,14,102,0,6.37,118,86.44,0,0,7,3,91,1870,2399,87,27.57,7.69,21.4
302579,Shreevats Goswami,78,68,5,1562,0,24.79,1432,109.07,0,8,164,26,0,0,0,0,0,0,0
422847,Harmeet Singh,1,0,0,0,0,0,0,0,0,0,0,0,1,24,34,1,34,8.5,24
371150,Ashok Menaria,55,46,4,748,52,17.8,653,114.54,0,1,53,34,33,445,483,17,28.41,6.51,26.1
300631,Kusal Perera,89,86,4,1979,84,24.13,1488,132.99,0,17,185,83,0,0,0,0,0,0,0
20123,Owais Shah,230,217,49,5509,84,32.79,4406,125.03,0,30,423,215,8,57,78,5,15.6,8.21,11.4
35353,Siddharth Trivedi,103,23,11,71,12,5.91,77,92.2,0,0,5,1,102,2103,2692,103,26.13,7.68,20.4
27783,Ajit  Chandila,28,13,5,151,57,18.87,143,105.59,0,1,7,10,24,472,497,24,20.7,6.31,19.6
337913,Ankeet Chavan,26,13,4,154,0,17.11,120,128.33,0,0,8,7,26,476,633,19,33.31,7.97,25
34274,Sreesanth,60,20,12,73,0,9.12,95,76.84,0,0,13,0,59,1192,1639,50,32.78,8.25,23.8
269170,KP Appanna,24,6,5,13,0,13,10,130,0,0,2,0,23,414,530,21,25.23,7.68,19.7
319745,Arun Karthik,63,53,13,831,0,20.77,669,124.21,0,3,74,27,2,24,44,2,22,11,12
330408,Chris Barnwell,87,75,16,1077,88,18.25,901,119.53,0,2,66,52,41,642,855,25,34.2,7.99,25.6
4864,Daniel Christian,246,210,49,3749,129,23.28,2722,137.72,2,12,240,183,219,3850,5387,186,28.96,8.39,20.6
48472,Tillakaratne Dilshan,221,217,25,5193,0,27.04,4228,122.82,1,34,633,110,116,1564,1892,64,29.56,7.25,24.4
6553,Andrew McDonald,93,81,26,1743,0,31.69,1401,124.41,0,11,134,42,84,1470,1887,82,23.01,7.7,17.9
302582,Abhinav Mukund,35,33,6,728,0,26.96,660,110.3,0,3,67,7,7,105,101,11,9.18,5.77,9.5
32973,Pankaj Singh,47,21,10,61,10,5.54,86,70.93,0,0,1,2,47,959,1208,35,34.51,7.55,27.4
228943,Sunny Sohal,34,29,0,550,62,18.96,474,116.03,0,2,54,23,0,0,0,0,0,0,0
35261,Jamaluddin Syed Mohammad,45,32,14,403,0,22.38,364,110.71,0,0,33,9,44,828,1036,37,28,7.5,22.3
38710,Daniel Vettori,143,90,25,1041,57,16.01,870,119.65,0,1,88,25,143,3236,3424,131,26.13,6.34,24.7
50710,Kumar Sangakkara,264,257,23,6850,94,29.27,5417,126.45,0,42,732,136,0,0,0,0,0,0,0
26797,Anand Rajan,31,4,3,11,8,11,6,183.33,0,0,0,1,31,689,784,47,16.68,6.82,14.6
37749,Nathan McCullum,173,135,37,1618,0,16.51,1285,125.91,0,4,109,64,159,3162,3783,157,24.09,7.17,20.1
6903,Clint McKay,115,48,22,299,0,11.5,259,115.44,0,0,15,13,115,2451,3223,144,22.38,7.88,17
237701,Dwaraka Ravi Teja,69,62,12,1203,0,24.06,1086,110.77,1,4,111,28,12,114,160,4,40,8.42,28.5
376109,Akshath Reddy,57,56,6,1206,0,24.12,968,124.58,1,4,101,43,0,0,0,0,0,0,0
430125,Biplab Samantray,54,50,7,837,102,19.46,737,113.56,1,3,70,21,36,641,710,22,32.27,6.64,29.1
319744,Thalaivan Sargunam,1,1,0,10,10,10,17,58.82,0,0,0,0,0,0,0,0,0,0,0
317784,Sudeep Tyagi,23,5,3,5,0,2.5,7,71.42,0,0,0,0,23,364,480,16,30,7.91,22.7
8291,Cameron White,223,214,48,5268,0,31.73,4145,127.09,2,35,366,220,42,484,708,26,27.23,8.77,18.6
4508,Doug Bollinger,129,20,9,69,17,6.27,72,95.83,0,0,5,2,128,2716,3541,139,25.47,7.82,19.5
29976,Joginder Sharma,63,39,11,425,0,15.17,337,126.11,0,1,34,20,62,1230,1448,61,23.73,7.06,20.1
50438,Suraj Randiv,62,30,10,354,0,17.7,255,138.82,0,1,34,9,59,1212,1517,62,24.46,7.5,19.5
31732,Yo Mahesh,46,19,9,96,0,9.6,91,105.49,0,0,8,3,45,929,1196,52,23,7.72,17.8
38407,Scott Styris,201,186,30,4020,0,25.76,2987,134.58,2,13,264,195,161,2964,3637,125,29.09,7.36,23.7
35724,Kuthethurshri Vasudevadas,14,9,2,120,0,17.14,97,123.71,0,0,10,2,1,24,20,2,10,5,12
35746,Ganapathi Vignesh,5,3,0,54,42,18,44,122.72,0,0,6,3,5,108,107,7,15.28,5.94,15.4
340014,Tekkami Atchuta Rao,6,2,0,6,6,3,11,54.54,0,0,0,0,6,124,154,7,22,7.45,17.7
446495,Akash Bhandari,37,29,6,274,0,11.91,246,111.38,0,0,17,11,36,727,804,35,22.97,6.63,20.7
277472,Darren Bravo,123,111,28,2683,0,32.32,2236,119.99,0,15,169,145,0,0,0,0,0,0,0
340063,Kedar Devdhar,51,50,2,1298,100,27.04,1079,120.29,1,6,148,27,0,0,0,0,0,0,0
5583,Daniel Harris,78,73,7,1965,0,29.77,1542,127.43,1,9,198,62,27,400,517,21,24.61,7.75,19
279554,Ishank Jaggi,58,57,14,1535,0,35.69,1262,121.63,1,9,164,34,6,73,83,2,41.5,6.82,36.5
29702,Abhishek Jhunjhunwala,38,32,6,472,0,18.15,454,103.96,0,2,37,8,14,121,172,3,57.33,8.52,40.3
32978,Syed Quadri,6,4,1,65,50,21.66,66,98.48,0,1,4,1,5,72,97,6,16.16,8.08,12
526387,Sneha Kishore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35401,Tanmay Srivastava,28,22,3,420,0,22.1,368,114.13,0,2,42,7,2,24,26,0,0,6.5,0
34139,TP Sudhindra,27,15,9,75,0,12.5,79,94.93,0,0,5,0,27,637,717,35,20.48,6.75,18.2
36110,Arjun Yadav,19,15,1,198,44,14.14,178,111.23,0,0,17,7,0,0,0,0,0,0,0
236693,Puneet Bisht,36,28,2,390,32,15,307,127.03,0,0,38,13,0,0,0,0,0,0,0
262464,Robin Bist,20,18,2,193,0,12.06,232,83.18,0,0,13,0,4,60,74,5,14.8,7.4,12
362541,Doug Bracewell,50,33,14,525,37,27.63,358,146.64,0,0,28,30,47,845,1228,55,22.32,8.71,15.3
271315,Sunny Gupta,17,9,1,54,22,6.75,56,96.42,0,0,8,1,15,266,305,8,38.12,6.87,33.2
32094,Prashant Naik,5,5,1,82,0,20.5,60,136.66,0,0,10,2,0,0,0,0,0,0,0
559283,Zafir Patel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339508,Kuldeep Raval,12,12,3,346,83,38.44,202,171.28,0,3,29,18,7,78,80,7,11.42,6.15,11.1
34264,Aavishkar Salvi,19,2,2,16,0,0,23,69.56,0,0,0,0,18,389,527,18,29.27,8.12,21.6
437560,Vikas Mishra,1,0,0,0,0,0,0,0,0,0,0,0,1,18,24,1,24,8,18
344286,Tejashwi Yadav,4,1,0,3,3,3,4,75,0,0,0,0,3,36,50,0,0,8.33,0
4292,Travis Birt,109,105,9,2188,0,22.79,1696,129,0,9,179,96,0,0,0,0,0,0,0
45705,Colin Ingram,202,197,29,5186,114,30.86,3724,139.25,3,32,458,243,65,907,1194,37,32.27,7.89,24.5
26236,Love Ablish,22,4,4,6,0,0,12,50,0,0,0,0,22,456,499,36,13.86,6.56,12.6
290638,Amit Yadav,36,32,8,314,0,13.08,225,139.55,0,0,11,23,35,703,805,32,25.15,6.87,21.9
32391,Ramesh Powar,28,11,7,72,0,18,70,102.85,0,0,7,1,27,450,562,14,40.14,7.49,32.1
7443,Nathan Rimmington,96,37,18,203,26,10.68,193,105.18,0,0,10,6,94,1905,2573,110,23.39,8.1,17.3
34245,Shalabh Srivastava,22,7,4,6,0,2,7,85.71,0,0,0,0,22,452,653,20,32.65,8.66,22.6
10617,Stuart Broad,85,32,12,152,0,7.6,149,102.01,0,0,10,3,83,1788,2144,100,21.44,7.19,17.8
527362,Chirag Jani,22,20,4,360,0,22.5,267,134.83,0,0,25,15,20,342,368,16,23,6.45,21.3
327129,Iresh Saxena,24,2,1,1,1,1,8,12.5,0,0,0,0,24,454,441,25,17.64,5.82,18.1
45224,Herschelle Gibbs,171,167,13,3895,0,25.29,3163,123.14,1,28,404,120,0,0,0,0,0,0,0
45782,Davy Jacobs,83,80,14,1707,74,25.86,1452,117.56,0,8,142,60,1,6,14,0,0,14,0
46148,Richard Levi,198,189,12,5070,0,28.64,3501,144.81,3,33,522,245,0,0,0,0,0,0,0
46750,Robin Peterson,141,97,22,1231,0,16.41,1103,111.6,0,3,125,28,134,2631,3114,122,25.52,7.1,21.5
28779,Sourav Ganguly,77,73,4,1726,91,25.01,1613,107,0,8,184,51,37,573,756,29,26.06,7.91,19.7
5236,Callum Ferguson,93,85,11,1865,0,25.2,1510,123.5,1,8,150,36,0,0,0,0,0,0,0
391121,Kamran Khan,11,3,2,22,0,22,18,122.22,0,0,2,0,11,208,300,12,25,8.65,17.3
253800,Harshad Khadiwale,26,26,0,630,88,24.23,508,124.01,0,3,69,12,1,6,13,0,0,13,0
31028,Mohnish  Mishra,48,47,3,899,84,20.43,675,133.18,0,3,115,26,0,0,0,0,0,0,0
47270,Graeme Smith,86,86,6,2389,105,29.86,1941,123.08,1,11,293,51,7,96,148,4,37,9.25,24
47569,Alfonso Thomas,225,69,35,410,0,12.05,384,106.77,0,0,40,7,214,4558,5737,263,21.81,7.55,17.3
5702,James Hopes,93,79,14,1468,71,22.58,1183,124.09,0,10,167,22,89,1702,2255,67,33.65,7.94,25.4
300628,Dinesh Chandimal,112,100,12,2426,0,27.56,2090,116.07,0,16,213,59,0,0,0,0,0,0,0
27639,Aakash Chopra,21,19,1,334,0,18.55,366,91.25,0,1,28,1,0,0,0,0,0,0,0
10772,Paul Collingwood,148,131,16,2478,0,21.54,2040,121.47,1,9,167,86,108,1852,2245,99,22.67,7.27,18.7
236694,Aditya Dole,3,2,0,34,30,17,22,154.54,0,0,3,1,3,66,112,5,22.4,10.18,13.2
317750,Samad Fallah,31,8,5,9,0,3,15,60,0,0,1,0,31,712,866,34,25.47,7.29,20.9
28671,Faiz Fazal,56,54,2,1046,66,20.11,995,105.12,0,3,99,16,11,144,177,10,17.7,7.37,14.4
230593,Abhishek Raut,43,27,7,386,43,19.3,353,109.34,0,0,28,11,18,248,317,14,22.64,7.66,17.7
34282,Pinal Shah,54,37,7,461,71,15.36,417,110.55,0,2,47,8,0,0,0,0,0,0,0
26789,Amit Singh,30,8,2,13,5,2.16,24,54.16,0,0,2,0,30,628,805,34,23.67,7.69,18.4
27150,Raju Bhatkal,20,14,5,86,25,9.55,84,102.38,0,0,5,2,18,297,379,17,22.29,7.65,17.4
29990,Mohammad Kaif,75,68,11,1237,70,21.7,1201,102.99,0,7,117,26,0,0,0,0,0,0,0
422106,Abrar Kazi,4,2,2,13,0,0,9,144.44,0,0,0,1,4,66,91,2,45.5,8.27,33
45963,Charl Langeveldt,110,21,13,82,0,10.25,96,85.41,0,0,6,2,109,2332,2962,138,21.46,7.62,16.8
353669,Ryan Ninan,2,1,0,3,3,3,6,50,0,0,0,0,2,36,65,3,21.66,10.83,12
430401,Asad Pathan,34,33,5,656,0,23.42,441,148.75,0,4,75,28,3,39,63,0,0,9.69,0
559287,S Thiyagarajan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26802,Hemang Badani,18,16,3,335,42,25.76,281,119.21,0,0,30,8,9,132,143,7,20.42,6.5,18.8
28764,Chandrasekar Ganapathy,25,11,2,37,15,4.11,39,94.87,0,0,1,2,24,496,531,33,16.09,6.42,15
5616,Matthew Hayden,50,50,5,1632,93,36.26,1192,136.91,0,13,181,63,0,0,0,0,0,0,0
45797,Justin Kemp,101,80,29,1451,0,28.45,1166,124.44,0,4,92,71,67,1016,1272,56,22.71,7.51,18.1
46592,Makhaya Ntini,60,12,6,30,11,5,43,69.76,0,0,5,0,60,1263,1575,63,25,7.48,20
49677,Thilan Thushara,51,31,10,233,48,11.09,208,112.01,0,0,12,13,51,1066,1319,67,19.68,7.42,15.9
26252,Anirudh Singh,11,10,1,97,40,10.77,108,89.81,0,0,10,1,0,0,0,0,0,0,0
26946,Azhar Bilakhia,19,19,3,377,0,23.56,350,107.71,0,3,44,3,0,0,0,0,0,0,0
30750,VVS Laxman,25,25,3,491,0,22.31,428,114.71,0,3,57,8,0,0,0,0,0,0,0
230553,Kemar Roach,46,13,5,59,12,7.37,52,113.46,0,0,3,3,44,912,1229,28,43.89,8.08,32.5
253798,Bodapati Sumanth,19,17,8,249,0,27.66,203,122.66,0,1,15,7,2,24,35,0,0,8.75,0
7702,Andrew Symonds,93,85,19,2141,0,32.43,1453,147.35,2,12,194,83,75,1237,1657,52,31.86,8.03,23.7
50804,Chaminda Vaas,56,46,9,672,73,18.16,608,110.52,0,4,60,15,54,1131,1278,64,19.96,6.77,17.6
422845,Joginder Singh,9,5,3,32,0,16,23,139.13,0,0,3,1,9,114,132,3,44,6.94,38
49638,Farveez Maharoof,99,73,20,948,0,17.88,804,117.91,0,1,66,37,92,1816,2213,94,23.54,7.31,19.3
33097,Shashi Ranjan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34211,Sarandeep Singh,10,2,1,53,30,53,53,100,0,0,5,1,10,204,213,11,19.36,6.26,18.5
224367,Yusuf Abdulla,55,8,5,26,0,8.66,37,70.27,0,0,1,1,54,1187,1248,63,19.8,6.3,18.8
253804,Amanpreet Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274926,Adrian Barath,44,44,4,966,0,24.15,907,106.5,0,6,91,26,0,0,0,0,0,0,0
28997,Karan Goel,44,39,5,679,82,19.97,739,91.88,0,3,57,18,17,193,226,10,22.6,7.02,19.3
34078,Reetinder Sodhi,14,10,1,45,12,5,55,81.81,0,0,3,0,6,96,126,5,25.2,7.87,19.2
