batsman,nonstrike,bowler,runs,wickets,home,ave_score,sr,bowl_ave,bowl_sr,econ,innings,wickets
2,2,4,2,1,0,33.59,139.25,30.54,24.0,7.6,0,1
2,2,2,4,0,0,33.59,139.25,25.58,21.2,7.22,0,0
2,2,4,2,0,0,38.44,136.18,30.54,24.0,7.6,0,0
2,2,4,6,0,0,33.59,139.25,24.36,21.8,6.69,0,0
2,2,3.0,12,0,0,38.44,136.18,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,4,8,0,0,33.59,139.25,24.36,21.8,6.69,0,0
2,2,2,3,1,0,38.44,136.18,32.16,25.8,7.46,0,1
2,2,2,7,0,0,38.44,136.18,25.58,21.2,7.22,0,0
2,2,4,10,0,0,26.25,138.02,24.36,21.8,6.69,0,0
2,0,2,3,1,0,26.25,138.02,25.58,21.2,7.22,0,1
2,0,2,10,0,0,26.25,138.02,32.16,25.8,7.46,0,0
2,2,3.0,6,1,0,26.25,138.02,27.86269230769231,21.53619230769231,7.669653846153847,0,1
2,2,2,9,0,1,28.37,119.25,25.49,20.0,7.61,1,0
0,2,4,8,1,1,21.74,132.06,24.87,19.4,7.69,1,1
2,2,2,7,1,1,27.51,113.87,25.49,20.0,7.61,1,1
2,2,4,14,0,1,27.51,113.87,24.87,19.4,7.69,1,0
2,2,4,10,0,1,27.51,113.87,31.23,24.3,7.68,1,0
2,2,2,10,0,1,28.37,119.25,25.49,20.0,7.61,1,0
2,2,4,4,0,1,28.37,119.25,31.23,24.3,7.68,1,0
2,2,4,5,0,1,28.37,119.25,34.47,28.4,7.26,1,0
2,2,4,11,0,1,27.51,113.87,31.23,24.3,7.68,1,0
2,2,2,2,0,1,27.51,113.87,22.03,20.6,6.38,1,0
2,2,4,6,0,1,27.51,113.87,22.19,17.1,7.76,1,0
2,2,2,3,0,1,27.51,113.87,22.03,20.6,6.38,1,0
2,2,4,4,1,1,27.51,113.87,31.23,24.3,7.68,1,1
2,2,4,4,0,1,27.51,113.87,34.47,28.4,7.26,1,0
2,2,4,10,0,1,40.75,133.33,22.19,17.1,7.76,1,0
2,2,2,2,1,1,31.54,133.12,22.03,20.6,6.38,1,1
2,2,4,14,0,1,40.75,133.33,34.47,28.4,7.26,1,0
2,2,2,8,0,1,40.75,133.33,22.03,20.6,6.38,1,0
2,2,4,13,0,1,40.75,133.33,29.7,22.7,7.84,1,0
2,0,2,2,0,0,28.96,120.58,24.94,19.3,7.74,0,0
2,0,3,13,0,0,28.96,120.58,27.25,21.0,7.76,0,0
2,0,2,11,0,0,28.96,120.58,24.94,19.3,7.74,0,0
2,0,4,7,0,0,28.96,120.58,23.48,19.8,7.09,0,0
0,2,3,9,0,0,21.7,110.7,31.02,27.3,6.81,0,0
2,2,4,6,1,0,28.96,120.58,23.48,19.8,7.09,0,1
2,2,3,1,1,0,30.88,112.45,31.02,27.3,6.81,0,1
2,2,4,2,0,0,28.96,120.58,31.73,25.7,7.38,0,0
2,2,3,6,0,0,25.78,127.84,31.02,27.3,6.81,0,0
2,2,4,6,0,0,25.78,127.84,31.73,25.7,7.38,0,0
2,2,3,7,0,0,25.78,127.84,31.02,27.3,6.81,0,0
2,2,3,2,1,0,29.29,134.87,26.59,19.1,8.34,0,1
2,2,4,6,0,0,28.96,120.58,31.73,25.7,7.38,0,0
2,2,3,5,1,0,28.96,120.58,26.59,19.1,8.34,0,1
2,2,3,5,0,0,29.29,134.87,27.25,21.0,7.76,0,0
2,2,4,2,1,0,29.29,134.87,23.48,19.8,7.09,0,1
2,2,4,17,0,0,29.29,134.87,31.73,25.7,7.38,0,0
2,2,2,10,0,0,29.95,116.91,24.94,19.3,7.74,0,0
0,2,4,9,1,0,22.09,118.08,23.48,19.8,7.09,0,1
0,2,2,15,0,0,22.09,118.08,24.94,19.3,7.74,0,0
2,1,4,9,0,1,28.77,134.56,25.75,22.1,6.98,1,0
1,2,4,9,0,1,36.44,143.74,22.19,17.1,7.76,1,0
2,2,4,3,1,1,28.77,134.56,30.54,24.0,7.6,1,1
0,2,4,3,1,1,24.09,107.94,22.19,17.1,7.76,1,1
2,0,4,3,0,1,28.77,134.56,30.54,24.0,7.6,1,0
0,2,2,5,0,1,24.09,107.94,19.83,20.0,5.95,1,0
0,2,4,3,0,1,24.09,107.94,22.19,17.1,7.76,1,0
2,0,4,2,1,1,28.77,134.56,25.75,22.1,6.98,1,1
0,2,4,3,0,1,25.63,120.48,26.1,19.1,8.17,1,0
2,0,4,5,0,1,28.77,134.56,27.45,22.9,7.18,1,0
0,0,4,4,1,1,31.02,122.53,25.75,22.1,6.98,1,1
0,0,4,5,0,1,25.63,120.48,27.45,22.9,7.18,1,0
0,0,4,11,0,1,25.63,120.48,25.75,22.1,6.98,1,0
0,0,4,9,1,1,31.02,122.53,27.45,22.9,7.18,1,1
2,0,2,2,0,1,33.91,122.65,19.83,20.0,5.95,1,0
0,2,4,15,0,1,25.63,120.48,30.54,24.0,7.6,1,0
2,0,2,3,1,1,33.91,122.65,19.83,20.0,5.95,1,1
2,0,4,5,1,1,33.91,122.65,30.54,24.0,7.6,1,1
3,3,2,2,1,1,16.75,96.84,19.83,20.0,5.95,1,1
3,3,4,1,2,1,16.75,96.84,22.19,17.1,7.76,1,2
2,1,4,4,0,1,26.63,127.61,23.48,19.8,7.09,0,0
1,2,4,6,0,1,30.25,137.21,27.05,19.3,8.39,0,0
1,2,4,6,0,1,30.25,137.21,23.48,19.8,7.09,0,0
2,1,4,9,0,1,26.63,127.61,27.05,19.3,8.39,0,0
2,1,4,5,0,1,26.63,127.61,36.23,27.6,7.85,0,0
1,2,4,8,0,1,30.25,137.21,24.58,20.0,7.34,0,0
1,2,4,15,0,1,30.25,137.21,36.23,27.6,7.85,0,0
2,1,4,9,0,1,26.63,127.61,24.58,20.0,7.34,0,0
1,2,2,3,0,1,30.25,137.21,25.31,20.2,7.5,0,0
1,2,3,11,0,1,30.25,137.21,31.02,27.3,6.81,0,0
1,2,4,7,0,1,30.25,137.21,23.48,19.8,7.09,0,0
2,1,4,22,0,1,33.59,139.25,36.23,27.6,7.85,0,0
1,2,4,14,0,1,30.25,137.21,24.58,20.0,7.34,0,0
1,2,2,7,0,1,30.25,137.21,25.31,20.2,7.5,0,0
2,1,4,3,0,1,38.44,136.18,27.05,19.3,8.39,0,0
2,1,2,9,0,1,38.44,136.18,25.31,20.2,7.5,0,0
2,1,4,11,0,1,38.44,136.18,23.48,19.8,7.09,0,0
2,1,4,20,0,1,38.44,136.18,24.58,20.0,7.34,0,0
2,1,2,10,0,1,38.44,136.18,25.31,20.2,7.5,0,0
1,2,4,15,1,1,30.25,137.21,27.05,19.3,8.39,0,1
2,1,4,10,0,0,31.8,122.95,22.54,17.5,7.7,1,0
2,1,4,5,0,0,31.8,122.95,28.0,20.1,8.35,1,0
2,1,4,9,0,0,31.8,122.95,22.54,17.5,7.7,1,0
1,1,4,8,1,0,35.21,142.4,28.0,20.1,8.35,1,1
1,1,4,5,0,0,38.79,139.98,22.54,17.5,7.7,1,0
1,1,4,9,1,0,38.79,139.98,28.0,20.1,8.35,1,1
1,2,3,7,0,0,35.21,142.4,25.86,21.9,7.07,1,0
1,2,2,4,0,0,35.21,142.4,24.34,21.3,6.84,1,0
2,1,2,7,0,0,20.81,117.6,24.53,17.7,8.29,1,0
2,1,2,10,0,0,20.81,117.6,24.34,21.3,6.84,1,0
2,1,2,7,0,0,20.81,117.6,24.53,17.7,8.29,1,0
2,1,2,5,1,0,27.23,120.3,24.34,21.3,6.84,1,1
2,1,3,6,0,0,27.23,120.3,25.86,21.9,7.07,1,0
1,2,2,3,0,0,35.21,142.4,24.34,21.3,6.84,1,0
2,2,3,13,1,0,30.05,123.54,25.86,21.9,7.07,1,1
2,2,2,17,0,0,30.05,123.54,31.42,24.2,7.78,1,0
2,0,2,4,1,0,30.05,123.54,24.53,17.7,8.29,1,1
0,2,4,5,0,0,19.62,123.02,22.54,17.5,7.7,1,0
0,2,2,5,1,0,19.62,123.02,24.53,17.7,8.29,1,1
2,3,4,14,0,0,30.05,123.54,28.0,20.1,8.35,1,0
2,0,2,4,1,0,29.81,125.48,32.16,25.8,7.46,0,1
2,0,3.0,9,0,0,29.81,125.48,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,0,2,8,0,0,29.81,125.48,32.16,25.8,7.46,0,0
0,2,4,12,0,0,26.82,142.16,31.23,24.3,7.68,0,0
2,0,2,25,0,0,29.81,125.48,32.16,25.8,7.46,0,0
1,2,4,4,1,0,23.27,134.03,19.81,15.2,7.78,0,1
2,1,2,9,0,0,29.81,125.48,31.42,24.2,7.78,0,0
2,1,3.0,3,0,0,29.81,125.48,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,1,2,11,0,0,29.81,125.48,31.42,24.2,7.78,0,0
2,1,4,5,1,0,29.95,116.91,28.18,20.8,8.12,0,1
1,2,4,9,0,0,23.27,134.03,34.47,28.4,7.26,0,0
2,1,4,5,0,0,29.95,116.91,28.18,20.8,8.12,0,0
2,2,4,3,1,0,29.95,116.91,19.81,15.2,7.78,0,1
2,2,4,10,0,0,38.44,136.18,31.23,24.3,7.68,0,0
2,0,2,6,1,0,29.95,116.91,31.42,24.2,7.78,0,1
2,0,3.0,9,0,0,29.95,116.91,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,0,2,14,0,0,29.95,116.91,31.42,24.2,7.78,0,0
2,0,4,5,0,0,29.95,116.91,19.81,15.2,7.78,0,0
2,0,2,11,0,0,29.95,116.91,32.16,25.8,7.46,0,0
0.0,0.0,4,4,3,0,18.161195652173927,124.90467391304348,19.81,15.2,7.78,0,3
2,1,3,16,0,1,26.63,127.61,29.16,24.1,7.24,1,0
2,1,3.0,11,0,1,26.63,127.61,27.86269230769231,21.53619230769231,7.669653846153847,1,0
1,2,3,6,0,1,30.25,137.21,26.31,18.6,8.45,1,0
2,1,3.0,10,0,1,26.63,127.61,27.86269230769231,21.53619230769231,7.669653846153847,1,0
1,2,3,2,0,1,30.25,137.21,30.95,24.3,7.64,1,0
1,2,2,15,0,1,30.25,137.21,20.76,17.5,7.08,1,0
2,1,3.0,10,0,1,26.63,127.61,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,1,2,20,0,1,26.63,127.61,20.76,17.5,7.08,1,0
2,1,3,2,1,1,33.59,139.25,26.31,18.6,8.45,1,1
1,2,3.0,1,0,1,30.25,137.21,27.86269230769231,21.53619230769231,7.669653846153847,1,0
1,2,3,6,0,1,30.25,137.21,30.95,24.3,7.64,1,0
2,2,3.0,5,1,1,27.01,132.55,27.86269230769231,21.53619230769231,7.669653846153847,1,1
1,2,2,5,1,1,36.44,143.74,20.76,17.5,7.08,1,1
2,1,3.0,11,0,1,33.59,139.25,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,1,3,9,0,1,33.59,139.25,30.95,24.3,7.64,1,0
2,1,2,13,0,1,33.59,139.25,20.76,17.5,7.08,1,0
2,1,3,5,0,1,33.59,139.25,26.31,18.6,8.45,1,0
1,2,3.0,20,0,1,36.44,143.74,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,4,3,0,1,37.45,124.9,24.91,19.8,7.51,0,0
2,2,3,2,0,1,37.45,124.9,32.78,23.8,8.25,0,0
2,2,4,14,1,1,25.43,121.55,24.91,19.8,7.51,0,1
2,2,3,4,0,1,33.59,139.25,32.78,23.8,8.25,0,0
2,2,2,1,0,1,37.45,124.9,22.03,20.6,6.38,0,0
2,2,3,17,1,1,37.45,124.9,32.78,23.8,8.25,0,1
2,2,3,6,0,1,28.75,112.74,22.32,17.1,7.8,0,0
2,2,3.0,4,0,1,37.45,124.9,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,3,10,1,1,24.27,130.21,22.32,17.1,7.8,0,1
2,2,2,3,0,1,37.45,124.9,22.03,20.6,6.38,0,0
2,2,2,4,0,1,24.27,130.21,31.42,24.2,7.78,0,0
2,2,2,9,0,1,24.27,130.21,22.03,20.6,6.38,0,0
2,2,2,4,0,1,24.27,130.21,31.42,24.2,7.78,0,0
2,2,3,8,0,1,37.45,124.9,22.32,17.1,7.8,0,0
2,2,2,11,1,1,24.27,130.21,31.42,24.2,7.78,0,1
2,2,2,13,0,1,24.27,130.21,22.03,20.6,6.38,0,0
2,2,2,6,1,1,26.25,138.02,31.42,24.2,7.78,0,1
2,2,4,7,0,1,24.27,130.21,24.91,19.8,7.51,0,0
2,2,3.0,12,0,1,26.25,138.02,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,4,10,0,1,24.27,130.21,24.91,19.8,7.51,0,0
1,2,2,3,0,0,30.25,137.21,24.34,21.3,6.84,1,0
1,2,4,5,0,0,30.25,137.21,25.47,19.5,7.82,1,0
0.0,1,2,4,1,0,18.161195652173927,124.90467391304348,24.34,21.3,6.84,1,1
1,0.0,4,12,0,0,30.25,137.21,25.47,19.5,7.82,1,0
1,0.0,2,2,0,0,30.25,137.21,24.34,21.3,6.84,1,0
0.0,1,4,11,0,0,18.161195652173927,124.90467391304348,31.23,24.3,7.68,1,0
1,2,2,5,1,0,30.25,137.21,24.53,17.7,8.29,1,1
2,1,4,1,0,0,36.84,131.28,31.23,24.3,7.68,1,0
2,1,4,11,0,0,36.84,131.28,34.47,28.4,7.26,1,0
2,1,2,3,0,0,36.84,131.28,24.53,17.7,8.29,1,0
1,2,4,4,0,0,30.25,137.21,34.47,28.4,7.26,1,0
2,1,2,7,0,0,36.84,131.28,24.53,17.7,8.29,1,0
2,1,4,4,0,0,36.84,131.28,34.47,28.4,7.26,1,0
0,2,4,6,1,0,21.68,122.96,31.23,24.3,7.68,1,1
2,0,4,5,0,0,36.84,131.28,34.47,28.4,7.26,1,0
2,0,4,5,0,0,36.84,131.28,31.23,24.3,7.68,1,0
2,0,2,7,0,0,36.84,131.28,24.34,21.3,6.84,1,0
0,2,4,12,1,0,21.68,122.96,25.47,19.5,7.82,1,1
2,2,2,19,0,0,36.84,131.28,24.53,17.7,8.29,1,0
2,0,4,6,0,0,36.84,131.28,25.47,19.5,7.82,1,0
2,2,3,5,0,1,36.26,136.91,31.86,23.7,8.03,0,0
2,2,4,5,1,1,36.26,136.91,21.54,17.4,7.4,0,1
2,2,4,13,0,1,25.43,121.55,24.91,19.8,7.51,0,0
2,2,4,2,1,1,28.75,112.74,21.54,17.4,7.4,0,1
2,2,3,1,1,1,38.44,136.18,31.86,23.7,8.03,0,1
2,2,4,7,0,1,38.44,136.18,24.91,19.8,7.51,0,0
2,2,2,4,0,1,38.44,136.18,26.31,19.7,7.99,0,0
2,2,3.0,6,0,1,38.44,136.18,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,2,5,0,1,38.44,136.18,26.31,19.7,7.99,0,0
2,2,3.0,7,0,1,28.75,112.74,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,2,8,0,1,38.44,136.18,26.31,19.7,7.99,0,0
2,2,4,4,0,1,38.44,136.18,24.91,19.8,7.51,0,0
2,2,3,5,0,1,28.75,112.74,31.86,23.7,8.03,0,0
2,2,3.0,6,1,1,28.75,112.74,27.86269230769231,21.53619230769231,7.669653846153847,0,1
0,2,2,10,1,1,26.12,124.52,26.31,19.7,7.99,0,1
2,0,3,6,0,1,28.75,112.74,31.86,23.7,8.03,0,0
0,2,4,8,0,1,26.12,124.52,21.54,17.4,7.4,0,0
0,2,3.0,3,0,1,26.12,124.52,27.86269230769231,21.53619230769231,7.669653846153847,0,0
0,0,4,8,0,1,26.12,124.52,24.91,19.8,7.51,0,0
0,0,4,13,1,1,13.97,114.64,21.54,17.4,7.4,0,1
1,2,2,1,0,0,27.03,140.28,24.34,21.3,6.84,1,0
2,1,4,0,0,0,25.29,123.14,25.47,19.5,7.82,1,0
1,2,2,8,0,0,27.03,140.28,24.34,21.3,6.84,1,0
1,2,4,7,0,0,27.03,140.28,25.47,19.5,7.82,1,0
2,1,2,2,0,0,25.29,123.14,24.34,21.3,6.84,1,0
2,2,4,4,2,0,32.4,133.11,25.47,19.5,7.82,1,2
2,2,2,6,0,0,32.4,133.11,22.03,20.6,6.38,1,0
2,1,2,7,1,0,25.29,123.14,25.49,20.0,7.61,1,1
2,1,2,3,0,0,25.29,123.14,22.03,20.6,6.38,1,0
1,2,2,3,0,0,32.43,147.35,25.49,20.0,7.61,1,0
0,1,4,6,1,0,20.43,133.18,31.23,24.3,7.68,1,1
1,0,2,5,0,0,32.43,147.35,25.49,20.0,7.61,1,0
1,0,4,3,1,0,32.43,147.35,31.23,24.3,7.68,1,1
1,0,2,6,0,0,32.43,147.35,22.03,20.6,6.38,1,0
0,1,4,12,0,0,27.66,122.66,31.23,24.3,7.68,1,0
0,3,2,3,1,0,27.66,122.66,24.34,21.3,6.84,1,1
0,3,4,17,0,0,27.66,122.66,31.23,24.3,7.68,1,0
0,0.0,4,2,2,0,27.66,122.66,25.47,19.5,7.82,1,2
3,0,2,1,1,0,4.32,72.97,22.03,20.6,6.38,1,1
0,3,4,0,1,0,15.1,125.62,34.47,28.4,7.26,1,1
1,2,4,9,0,0,38.79,139.98,23.57,18.7,7.55,0,0
1,2,3.0,4,0,0,38.79,139.98,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,1,4,10,0,0,40.75,133.33,28.0,20.1,8.35,0,0
1,2,3,20,0,0,38.79,139.98,29.55,20.4,8.66,0,0
2,1,3.0,5,0,0,40.75,133.33,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,1,4,7,0,0,40.75,133.33,27.56,23.1,7.13,0,0
2,1,3,5,0,0,40.75,133.33,29.55,20.4,8.66,0,0
1,2,3,3,2,0,29.82,139.61,33.53,24.4,8.24,0,2
0,2,4,3,1,0,21.23,130.42,27.56,23.1,7.13,0,1
0,2,3.0,6,0,0,21.23,130.42,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,0,4,6,0,0,35.36,147.91,27.56,23.1,7.13,0,0
0,2,3,6,0,0,21.23,130.42,33.53,24.4,8.24,0,0
0,2,3,10,0,0,21.23,130.42,29.55,20.4,8.66,0,0
0,2,3,7,0,0,21.23,130.42,33.53,24.4,8.24,0,0
0,2,4,11,0,0,21.23,130.42,27.56,23.1,7.13,0,0
2,0,4,16,0,0,35.36,147.91,23.57,18.7,7.55,0,0
2,0,4,14,0,0,35.36,147.91,28.0,20.1,8.35,0,0
2,0,4,12,1,0,31.72,136.86,23.57,18.7,7.55,0,1
0,2,4,6,0,0,21.23,130.42,28.0,20.1,8.35,0,0
0,0,4,11,1,0,21.23,130.42,23.57,18.7,7.55,0,1
2,2,4,5,0,1,33.23,128.82,25.72,20.1,7.64,1,0
2,2,4,6,0,1,33.23,128.82,22.83,18.3,7.45,1,0
2,2,4,12,0,1,25.43,121.55,26.72,19.0,8.4,1,0
2,2,4,10,0,1,25.43,121.55,25.72,20.1,7.64,1,0
2,2,4,6,0,1,33.23,128.82,22.83,18.3,7.45,1,0
2,2,2,7,1,1,25.43,121.55,27.1,20.5,7.9,1,1
2,2,4,7,0,1,24.27,130.21,29.95,21.3,8.4,1,0
2,2,4,8,0,1,25.43,121.55,25.75,22.1,6.98,1,0
2,2,4,9,0,1,25.43,121.55,29.95,21.3,8.4,1,0
2,2,4,9,0,1,24.27,130.21,25.75,22.1,6.98,1,0
2,2,4,5,1,1,36.15,139.01,22.83,18.3,7.45,1,1
2,0,2,5,0,1,25.43,121.55,27.1,20.5,7.9,1,0
2,0,4,11,0,1,25.43,121.55,26.72,19.0,8.4,1,0
2,0,4,9,0,1,25.43,121.55,25.75,22.1,6.98,1,0
2,0,4,9,0,1,25.43,121.55,29.95,21.3,8.4,1,0
2,0,4,13,0,1,25.43,121.55,22.83,18.3,7.45,1,0
2,0,2,3,1,1,25.43,121.55,27.1,20.5,7.9,1,1
0,2,4,13,0,1,21.06,119.84,26.72,19.0,8.4,1,0
2,0,2,7,0,1,37.2,134.31,27.1,20.5,7.9,1,0
0,2,4,15,0,1,21.06,119.84,26.72,19.0,8.4,1,0
2,1,2,3,0,0,27.04,122.82,21.91,19.6,6.67,0,0
2,2,3,5,1,0,40.75,133.33,20.9,17.1,7.31,0,1
2,2,2,5,0,0,40.75,133.33,21.91,19.6,6.67,0,0
2,1,4,3,1,0,40.75,133.33,36.23,27.6,7.85,0,1
1,2,3,10,0,0,24.94,131.03,29.16,24.1,7.24,0,0
1,2,4,7,0,0,24.94,131.03,36.23,27.6,7.85,0,0
2,1,2,2,0,0,40.75,133.33,25.88,18.2,8.51,0,0
2,2,2,1,1,0,40.75,133.33,21.79,18.2,7.15,0,1
2,2,2,4,0,0,26.82,125.88,25.88,18.2,8.51,0,0
2,2,2,8,0,0,40.75,133.33,21.79,18.2,7.15,0,0
2,2,3,7,0,0,40.75,133.33,29.16,24.1,7.24,0,0
2,2,2,4,0,0,40.75,133.33,21.79,18.2,7.15,0,0
2,2,4,12,0,0,26.82,125.88,36.23,27.6,7.85,0,0
2,2,3,7,1,0,40.75,133.33,22.24,16.7,7.97,0,1
2,2,2,9,0,0,23.4,130.79,25.88,18.2,8.51,0,0
2,2,2,2,0,0,26.82,125.88,21.79,18.2,7.15,0,0
2,2,2,12,1,0,23.4,130.79,21.91,19.6,6.67,0,1
0.0,2,2,5,1,0,18.161195652173927,124.90467391304348,25.88,18.2,8.51,0,1
0.0,2,2,11,0,0,18.161195652173927,124.90467391304348,21.91,19.6,6.67,0,0
0,0,4,5,2,0,12.8,110.34,36.23,27.6,7.85,0,2
0.0,2,4,4,0,1,18.161195652173927,124.90467391304348,22.79,17.3,7.86,1,0
0.0,2,4,6,1,1,18.161195652173927,124.90467391304348,30.26,21.8,8.31,1,1
2,0.0,4,6,0,1,31.73,127.09,22.79,17.3,7.86,1,0
0,0.0,4,1,1,1,21.38,111.12,30.26,21.8,8.31,1,1
0,0.0,4,8,0,1,21.38,111.12,31.36,27.9,6.74,1,0
0,0.0,4,6,0,1,21.38,111.12,30.26,21.8,8.31,1,0
0,0.0,4,5,0,1,21.38,111.12,31.36,27.9,6.74,1,0
0.0,0,3.0,4,0,1,18.161195652173927,124.90467391304348,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,0,2,2,1,1,29.27,126.45,22.03,20.6,6.38,1,1
0,2,3.0,4,0,1,21.38,111.12,27.86269230769231,21.53619230769231,7.669653846153847,1,0
0,2,2,3,0,1,21.38,111.12,22.03,20.6,6.38,1,0
0,2,4,10,0,1,21.38,111.12,29.56,24.4,7.25,1,0
2,0,2,8,0,1,29.27,126.45,22.03,20.6,6.38,1,0
0,0,4,5,1,1,19.84,145.41,22.79,17.3,7.86,1,1
0,0,2,4,0,1,19.84,145.41,22.03,20.6,6.38,1,0
0,3,4,8,1,1,21.38,111.12,22.79,17.3,7.86,1,1
0,0,4,4,0,1,13.95,128.72,31.36,27.9,6.74,1,0
0,0,3.0,14,0,1,21.38,111.12,27.86269230769231,21.53619230769231,7.669653846153847,1,0
0,0,4,7,0,1,13.95,128.72,31.36,27.9,6.74,1,0
0,0,3.0,5,1,1,21.38,111.12,27.86269230769231,21.53619230769231,7.669653846153847,1,1
2,0,3.0,19,0,1,31.73,127.09,27.86269230769231,21.53619230769231,7.669653846153847,0,0
1,2,2,15,0,0,40.3,148.29,21.91,19.6,6.67,1,0
0,2,4,5,0,0,25.48,105.18,27.35,21.8,7.49,0,0
0,2,4,5,0,0,25.48,105.18,22.79,18.9,7.2,0,0
0,2,4,7,0,0,25.48,105.18,27.35,21.8,7.49,0,0
2,2,3,8,1,0,25.16,155.55,36.96,24.4,9.06,0,1
2,2,4,2,0,0,24.27,130.21,22.79,18.9,7.2,0,0
2,2,2,5,0,0,24.27,130.21,18.96,16.4,6.92,0,0
2,2,4,5,0,0,24.27,130.21,22.79,18.9,7.2,0,0
2,2,2,9,0,0,25.16,155.55,26.22,23.3,6.72,0,0
2,2,2,12,0,0,24.27,130.21,18.96,16.4,6.92,0,0
2,2,2,6,0,0,25.16,155.55,26.22,23.3,6.72,0,0
2,2,2,6,0,0,25.16,155.55,23.96,17.5,8.17,0,0
2,2,2,14,1,0,24.27,130.21,26.22,23.3,6.72,0,1
2,2,3,8,0,0,24.27,130.21,36.96,24.4,9.06,0,0
2,2,2,16,0,0,24.27,130.21,23.96,17.5,8.17,0,0
2,2,4,9,0,0,24.27,130.21,27.35,21.8,7.49,0,0
2,2,2,5,1,0,24.27,130.21,26.22,23.3,6.72,0,1
2,2,4,9,0,0,36.15,139.01,22.79,18.9,7.2,0,0
2,2,2,5,0,0,24.27,130.21,18.96,16.4,6.92,0,0
2,2,2,16,0,0,24.27,130.21,23.96,17.5,8.17,0,0
0,2,2,3,1,0,12.8,105.26,18.96,16.4,6.92,0,1
2,0,4,5,1,1,26.46,125.96,23.57,18.7,7.55,1,1
2,0,4,11,0,1,26.46,125.96,22.19,17.1,7.76,1,0
2,0,4,5,1,1,32.4,133.11,23.57,18.7,7.55,1,1
2,0,4,7,0,1,32.4,133.11,25.78,20.2,7.63,1,0
0,2,4,12,0,1,17.03,108.95,23.57,18.7,7.55,1,0
2,0,4,6,0,1,32.4,133.11,25.78,20.2,7.63,1,0
2,0,4,12,0,1,32.4,133.11,27.56,23.1,7.13,1,0
0,2,4,4,0,1,17.03,108.95,32.94,26.4,7.48,1,0
0,2,4,3,0,1,17.03,108.95,27.56,23.1,7.13,1,0
0,2,4,1,1,1,27.49,142.93,32.94,26.4,7.48,1,1
2,0,4,5,0,1,32.4,133.11,27.56,23.1,7.13,1,0
0,2,4,14,0,1,27.49,142.93,32.94,26.4,7.48,1,0
0,2,4,20,0,1,27.49,142.93,27.56,23.1,7.13,1,0
2,0,4,6,0,1,32.4,133.11,22.19,17.1,7.76,1,0
0,2,4,3,0,1,27.49,142.93,25.78,20.2,7.63,1,0
2,0,4,5,1,1,30.28,151.11,22.19,17.1,7.76,1,1
0,2,4,4,1,1,26.8,131.95,32.94,26.4,7.48,1,1
0,2,4,16,0,1,26.8,131.95,22.19,17.1,7.76,1,0
2,0,4,19,0,1,30.28,151.11,25.78,20.2,7.63,1,0
2,0,4,6,0,1,30.28,151.11,23.57,18.7,7.55,1,0
2,1,4,11,0,1,26.89,147.83,28.78,22.4,7.68,0,0
1,2,3,4,0,1,35.21,142.4,30.51,23.8,7.68,0,0
2,1,3,8,0,1,26.89,147.83,27.92,20.9,7.99,0,0
2,2,3,7,2,1,28.96,120.58,30.51,23.8,7.68,0,2
2,2,2,12,0,1,21.54,121.47,22.43,16.8,7.98,0,0
0,2,3,7,0,1,23.77,136.28,30.51,23.8,7.68,0,0
0,2,4,6,0,1,23.77,136.28,26.61,22.1,7.22,0,0
2,0,3,7,0,1,28.96,120.58,27.0,18.6,8.7,0,0
2,2,4,4,1,1,27.01,132.55,26.61,22.1,7.22,0,1
2,2,3,8,0,1,28.96,120.58,27.0,18.6,8.7,0,0
2,2,4,7,0,1,27.01,132.55,26.61,22.1,7.22,0,0
2,2,4,5,0,1,28.96,120.58,28.78,22.4,7.68,0,0
2,2,4,9,0,1,28.96,120.58,26.61,22.1,7.22,0,0
2,2,2,9,0,1,27.01,132.55,22.43,16.8,7.98,0,0
2,2,4,9,0,1,27.01,132.55,28.78,22.4,7.68,0,0
2,2,3,11,0,1,27.01,132.55,27.0,18.6,8.7,0,0
2,2,3,17,1,1,27.01,132.55,30.51,23.8,7.68,0,1
2,2,2,14,0,1,27.01,132.55,22.43,16.8,7.98,0,0
2,2,3,9,0,1,31.69,124.41,27.0,18.6,8.7,0,0
2,2,2,11,1,1,27.01,132.55,22.43,16.8,7.98,0,1
0,2,4,1,2,0,18.15,103.96,23.54,19.3,7.31,1,2
2,0,4,9,0,0,20.81,117.6,23.01,17.9,7.7,1,0
2,0,4,10,0,0,20.81,117.6,23.54,19.3,7.31,1,0
