batsman,nonstrike,bowler,runs,wickets,home,ave_score,sr,bowl_ave,bowl_sr,econ,innings,wickets
2,2,4,10,0,0,38.44,136.18,22.97,18.8,7.3,1,0
2,2,2,3,0,0,38.44,136.18,20.76,17.5,7.08,1,0
2,2,2,6,0,0,38.44,136.18,21.79,18.2,7.15,1,0
2,2,4,15,0,0,38.44,136.18,26.6,19.2,8.28,1,0
0,2,2,14,1,0,19.84,145.41,20.76,17.5,7.08,1,1
2,0,4,5,0,0,30.24,118.52,26.6,19.2,8.28,1,0
2,2,4,6,0,1,28.96,120.58,24.87,19.4,7.69,0,0
2,2,2,10,0,1,26.89,147.83,25.49,20.0,7.61,0,0
2,2,4,11,0,1,26.89,147.83,24.87,19.4,7.69,0,0
2,2,2,9,0,1,28.96,120.58,25.49,20.0,7.61,0,0
2,2,4,6,1,1,26.89,147.83,24.87,19.4,7.69,0,1
2,2,2,5,1,1,31.8,122.95,25.49,20.0,7.61,0,1
2,2,2,7,0,1,28.96,120.58,22.03,20.6,6.38,0,0
2,2,3.0,8,0,1,31.8,122.95,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,2,7,0,1,31.8,122.95,22.03,20.6,6.38,0,0
2,2,4,8,0,1,28.96,120.58,22.19,17.1,7.76,0,0
2,2,3.0,13,0,1,31.8,122.95,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,4,3,0,1,28.96,120.58,22.19,17.1,7.76,0,0
2,2,2,3,0,1,31.8,122.95,22.03,20.6,6.38,0,0
2,2,4,12,0,1,28.96,120.58,24.87,19.4,7.69,0,0
2,2,3.0,14,0,1,28.96,120.58,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,2,5,0,1,31.8,122.95,22.03,20.6,6.38,0,0
2,2,3,15,0,1,31.8,122.95,24.71,17.7,8.37,0,0
2,2,4,13,1,1,28.96,120.58,22.19,17.1,7.76,0,1
2,2,2,9,1,1,37.27,125.25,25.49,20.0,7.61,0,1
2,2,4,11,1,1,27.01,132.55,22.19,17.1,7.76,0,1
0,0.0,3,9,0,0,23.14,121.91,24.6,21.6,6.83,1,0
0,0.0,3,15,0,0,23.14,121.91,21.16,16.6,7.62,1,0
0,0.0,3,3,0,0,23.14,121.91,24.6,21.6,6.83,1,0
0,0.0,3,6,0,0,23.14,121.91,23.0,17.8,7.72,1,0
0.0,0,4,7,0,0,18.161195652173927,124.90467391304348,27.72,21.7,7.64,1,0
0,0.0,3,18,0,0,23.14,121.91,23.0,17.8,7.72,1,0
0,2,4,9,1,0,23.14,121.91,27.72,21.7,7.64,1,1
2,0,4,11,0,0,38.44,136.18,25.88,22.0,7.06,1,0
2,0,4,11,0,0,38.44,136.18,27.72,21.7,7.64,1,0
2,2,3,3,1,0,38.44,136.18,21.16,16.6,7.62,1,1
2,2,4,1,1,0,38.44,136.18,27.72,21.7,7.64,1,1
2,2,3,7,0,0,38.44,136.18,22.54,16.2,8.31,1,0
2,2,3,7,0,0,26.25,138.02,23.0,17.8,7.72,1,0
2,2,3,23,0,0,26.25,138.02,22.54,16.2,8.31,1,0
2,0,3,4,0,0,38.44,136.18,24.6,21.6,6.83,1,0
2,0,3,5,0,0,38.44,136.18,21.16,16.6,7.62,1,0
2,0,3,7,0,0,38.44,136.18,24.6,21.6,6.83,1,0
2,0,3,10,0,0,38.44,136.18,21.16,16.6,7.62,1,0
0,2,3,7,2,0,14.12,153.79,23.0,17.8,7.72,1,2
2,0,4,14,0,0,28.75,112.74,25.88,22.0,7.06,1,0
1,2,3,9,0,1,35.21,142.4,34.75,35.0,5.95,0,0
2,2,2,2,1,1,31.8,122.95,22.18,17.4,7.64,0,1
2,2,3,6,0,1,31.8,122.95,34.75,35.0,5.95,0,0
2,2,2,10,0,1,31.8,122.95,22.18,17.4,7.64,0,0
2,2,4,3,0,1,30.05,123.54,27.35,21.8,7.49,0,0
2,2,4,8,0,1,30.05,123.54,25.32,19.3,7.84,0,0
2,2,4,15,0,1,30.05,123.54,31.73,25.7,7.38,0,0
2,2,4,9,0,1,30.05,123.54,25.32,19.3,7.84,0,0
2,2,4,9,0,1,30.05,123.54,27.35,21.8,7.49,0,0
2,2,2,7,0,1,31.8,122.95,21.79,18.2,7.15,0,0
2,2,4,10,0,1,30.05,123.54,25.32,19.3,7.84,0,0
2,2,2,7,0,1,30.05,123.54,21.79,18.2,7.15,0,0
2,2,4,9,0,1,30.05,123.54,25.32,19.3,7.84,0,0
2,2,2,19,0,1,30.05,123.54,21.79,18.2,7.15,0,0
2,2,4,8,0,1,30.05,123.54,27.35,21.8,7.49,0,0
2,2,4,13,0,1,30.05,123.54,31.73,25.7,7.38,0,0
2,2,2,10,1,1,31.8,122.95,22.18,17.4,7.64,0,1
2,2,4,12,0,1,31.8,122.95,31.73,25.7,7.38,0,0
2,0,2,4,2,1,26.82,125.88,22.18,17.4,7.64,0,2
2,0,4,17,0,1,26.82,125.88,27.35,21.8,7.49,0,0
2,2,4,1,0,0,23.21,130.17,23.48,19.8,7.09,1,0
1,2,3.0,13,1,0,24.94,131.03,27.86269230769231,21.53619230769231,7.669653846153847,1,1
2,1,4,9,0,0,26.88,124.37,23.48,19.8,7.09,1,0
1,2,4,8,0,0,24.94,131.03,23.68,19.5,7.26,1,0
1,2,3.0,15,0,0,24.94,131.03,27.86269230769231,21.53619230769231,7.669653846153847,1,0
1,2,3,8,0,0,24.94,131.03,21.47,19.26,6.68,1,0
2,1,3.0,5,0,0,26.88,124.37,27.86269230769231,21.53619230769231,7.669653846153847,1,0
1,2,4,13,0,0,24.94,131.03,30.26,21.8,8.31,1,0
2,1,3,5,0,0,26.88,124.37,21.47,19.26,6.68,1,0
2,2,4,6,1,0,28.73,128.65,24.2,19.5,7.44,1,1
2,2,4,3,0,0,28.73,128.65,23.68,19.5,7.26,1,0
2,2,3,5,0,0,28.73,128.65,21.47,19.26,6.68,1,0
2,2,4,10,0,0,26.88,124.37,30.26,21.8,8.31,1,0
2,0,3.0,6,1,0,28.73,128.65,27.86269230769231,21.53619230769231,7.669653846153847,1,1
2,0,3,15,0,0,28.73,128.65,21.47,19.26,6.68,1,0
0,2,4,8,0,0,25.63,120.48,30.26,21.8,8.31,1,0
2,0,4,9,0,0,28.73,128.65,23.48,19.8,7.09,1,0
2,0,4,13,0,0,28.73,128.65,23.68,19.5,7.26,1,0
2,0,4,9,0,0,28.73,128.65,23.48,19.8,7.09,1,0
2,3,4,8,1,0,28.73,128.65,23.68,19.5,7.26,1,1
2,2,3,5,0,0,39.22,128.62,57.33,40.3,8.52,0,0
2,2,3.0,16,0,0,25.99,125.03,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,3,7,0,0,25.99,125.03,57.33,40.3,8.52,0,0
2,2,3.0,8,0,0,39.22,128.62,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,3,3,0,0,25.99,125.03,16.5,12.0,8.25,0,0
2,2,3.0,9,0,0,25.99,125.03,27.86269230769231,21.53619230769231,7.669653846153847,0,0
3,2,3,5,1,0,17.95,101.61,16.5,12.0,8.25,0,1
2,2,3,9,1,0,25.99,125.03,22.24,16.7,7.97,0,1
2,2,2,9,0,0,25.99,125.03,21.79,18.2,7.15,0,0
2,2,3.0,9,0,0,25.99,125.03,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,3,5,0,0,25.99,125.03,24.61,19.0,7.75,0,0
2,2,3.0,6,1,0,30.03,133.2,27.86269230769231,21.53619230769231,7.669653846153847,0,1
2,2,2,11,0,0,25.99,125.03,21.79,18.2,7.15,0,0
2,2,3,9,0,0,25.56,135.32,22.24,16.7,7.97,0,0
2,2,3.0,12,0,0,25.99,125.03,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,2,3,6,1,0,25.56,135.32,22.24,16.7,7.97,0,1
2,2,3.0,3,0,0,25.56,135.32,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,0,3,10,0,0,36.15,139.01,24.61,19.0,7.75,0,0
2,0,3.0,9,0,0,36.15,139.01,27.86269230769231,21.53619230769231,7.669653846153847,0,0
2,0,3,12,0,0,36.15,139.01,22.24,16.7,7.97,0,0
2,2,3,8,0,1,31.8,122.95,40.14,32.1,7.49,1,0
2,2,2,2,1,1,22.87,122.43,32.16,25.8,7.46,1,1
2,2,2,6,0,1,22.87,122.43,24.67,19.6,7.52,1,0
2,2,2,4,0,1,22.87,122.43,32.16,25.8,7.46,1,0
2,2,4,10,1,1,22.87,122.43,22.37,17.6,7.6,1,1
2,2,2,3,0,1,31.73,127.09,23.81,18.7,7.63,1,0
2,2,2,11,0,1,31.73,127.09,24.67,19.6,7.52,1,0
2,2,3,13,0,1,29.77,127.43,40.14,32.1,7.49,1,0
2,2,4,4,0,1,29.77,127.43,22.37,17.6,7.6,1,0
2,2,2,2,0,1,31.73,127.09,23.81,18.7,7.63,1,0
2,0.0,4,2,2,1,29.27,126.45,26.35,21.1,7.47,1,2
0,0.0,2,3,1,1,18.15,103.96,32.16,25.8,7.46,1,1
0,0.0,2,6,0,1,18.15,103.96,24.67,19.6,7.52,1,0
0,0.0,3,11,0,1,18.15,103.96,40.14,32.1,7.49,1,0
0,0.0,4,6,0,1,18.15,103.96,22.37,17.6,7.6,1,0
0.0,0,2,11,0,1,18.161195652173927,124.90467391304348,23.81,18.7,7.63,1,0
0,0,2,10,1,1,13.95,128.72,24.67,19.6,7.52,1,1
0.0,0,2,6,0,1,18.161195652173927,124.90467391304348,32.16,25.8,7.46,1,0
0.0,3,4,6,1,1,18.161195652173927,124.90467391304348,22.37,17.6,7.6,1,1
3,0.0,2,9,0,1,13.86,97.43,23.81,18.7,7.63,1,0
2,2,2,3,0,1,24.27,130.21,32.16,25.8,7.46,0,0
2,2,4,7,0,1,24.27,130.21,26.35,21.1,7.47,0,0
2,2,2,12,0,1,24.27,130.21,32.16,25.8,7.46,0,0
2,2,4,5,1,1,37.45,124.9,22.37,17.6,7.6,0,1
2,2,4,5,0,1,37.45,124.9,26.35,21.1,7.47,0,0
2,2,4,3,0,1,33.59,139.25,22.37,17.6,7.6,0,0
2,2,2,8,0,1,33.59,139.25,24.67,19.6,7.52,0,0
2,2,4,4,0,1,33.59,139.25,26.35,21.1,7.47,0,0
2,2,2,6,0,1,37.45,124.9,24.67,19.6,7.52,0,0
2,2,4,14,0,1,33.59,139.25,26.35,21.1,7.47,0,0
2,2,4,13,0,1,37.45,124.9,24.87,19.4,7.69,0,0
2,2,2,9,1,1,33.59,139.25,24.67,19.6,7.52,0,1
2,2,3,8,0,1,26.25,138.02,26.37,22.5,7.02,0,0
2,2,4,8,0,1,26.25,138.02,22.37,17.6,7.6,0,0
2,2,2,9,0,1,33.59,139.25,24.67,19.6,7.52,0,0
2,2,4,16,0,1,33.59,139.25,24.87,19.4,7.69,0,0
2,2,3,18,0,1,26.25,138.02,26.37,22.5,7.02,0,0
2,2,2,11,0,1,33.59,139.25,32.16,25.8,7.46,0,0
0,2,4,12,1,1,21.68,122.96,22.37,17.6,7.6,0,1
0,2,2,12,0,1,21.68,122.96,32.16,25.8,7.46,0,0
1,2,2,7,0,0,26.12,129.8,25.49,20.0,7.61,1,0
1,2,4,5,1,0,26.12,129.8,28.0,20.1,8.35,1,1
2,2,2,3,0,0,25.99,125.03,25.49,20.0,7.61,1,0
2,2,4,7,0,0,39.22,128.62,28.0,20.1,8.35,1,0
2,2,2,3,0,0,25.99,125.03,25.49,20.0,7.61,1,0
2,2,4,9,1,0,25.99,125.03,28.0,20.1,8.35,1,1
2,2,2,7,0,0,30.03,133.2,25.49,20.0,7.61,1,0
2,2,4,10,0,0,39.22,128.62,28.0,20.1,8.35,1,0
2,2,2,4,0,0,39.22,128.62,24.34,21.3,6.84,1,0
2,2,2,8,0,0,30.03,133.2,22.18,17.4,7.64,1,0
2,2,2,8,1,0,39.22,128.62,24.34,21.3,6.84,1,1
2,2,4,19,0,0,39.22,128.62,34.47,28.4,7.26,1,0
2,2,2,11,0,0,36.15,139.01,24.34,21.3,6.84,1,0
2,2,2,9,0,0,36.15,139.01,24.53,17.7,8.29,1,0
2,2,2,10,0,0,39.22,128.62,24.34,21.3,6.84,1,0
2,2,2,11,0,0,36.15,139.01,24.53,17.7,8.29,1,0
2,2,2,12,0,0,36.15,139.01,22.18,17.4,7.64,1,0
2,2,2,11,0,0,36.15,139.01,24.53,17.7,8.29,1,0
2,2,2,11,0,0,36.15,139.01,22.18,17.4,7.64,1,0
0,2,2,3,3,0,14.12,153.79,24.53,17.7,8.29,1,3
2,2,2,6,0,1,37.45,124.9,24.94,19.3,7.74,0,0
2,2,4,7,0,1,37.45,124.9,23.68,19.5,7.26,0,0
2,2,2,11,0,1,29.11,115.82,24.94,19.3,7.74,0,0
2,2,4,11,0,1,29.11,115.82,22.79,17.3,7.86,0,0
2,2,4,13,0,1,37.45,124.9,23.68,19.5,7.26,0,0
2,2,4,10,0,1,29.11,115.82,29.12,25.7,6.77,0,0
2,2,4,6,0,1,37.45,124.9,30.23,23.7,7.62,0,0
2,2,2,15,1,1,29.11,115.82,20.76,17.5,7.08,0,1
2,2,4,3,0,1,37.45,124.9,30.23,23.7,7.62,0,0
2,2,2,10,0,1,37.45,124.9,20.76,17.5,7.08,0,0
2,2,4,12,0,1,32.4,133.11,30.23,23.7,7.62,0,0
2,2,4,8,0,1,32.4,133.11,29.12,25.7,6.77,0,0
2,2,4,10,0,1,30.28,151.11,30.23,23.7,7.62,0,0
2,2,4,6,0,1,30.28,151.11,29.12,25.7,6.77,0,0
0,2,4,13,2,1,26.8,131.95,22.79,17.3,7.86,0,2
0,0,4,4,1,1,26.8,131.95,29.12,25.7,6.77,0,1
0,0,2,7,1,1,17.0,115.03,20.76,17.5,7.08,0,1
0,0,2,7,1,1,17.0,115.03,24.94,19.3,7.74,0,1
0,0,2,4,1,1,17.0,115.03,20.76,17.5,7.08,0,1
3,0,2,1,0,1,9.85,90.78,24.94,19.3,7.74,0,0
2,2,4,7,0,0,33.89,136.89,22.79,18.9,7.2,1,0
2,2,4,14,0,0,33.89,136.89,25.11,17.6,8.53,1,0
2,2,2,2,0,0,25.43,121.55,26.31,19.7,7.99,1,0
2,2,4,9,0,0,33.89,136.89,22.79,18.9,7.2,1,0
2,2,2,10,0,0,25.43,121.55,26.31,19.7,7.99,1,0
2,2,3,4,1,0,27.01,132.55,21.38,16.6,7.7,1,1
2,2,2,7,0,0,33.89,136.89,26.22,23.3,6.72,1,0
2,2,3,3,0,0,27.01,132.55,21.38,16.6,7.7,1,0
2,2,2,2,1,0,29.95,116.91,26.22,23.3,6.72,1,1
2,2,4,3,1,0,37.73,121.8,25.11,17.6,8.53,1,1
2,2,2,7,0,0,29.95,116.91,26.22,23.3,6.72,1,0
2,2,3,13,0,0,37.73,121.8,21.38,16.6,7.7,1,0
2,2,4,7,0,0,29.95,116.91,25.11,17.6,8.53,1,0
2,2,2,9,0,0,29.95,116.91,26.31,19.7,7.99,1,0
2,2,2,4,0,0,37.73,121.8,23.96,17.5,8.17,1,0
2,2,2,11,0,0,37.73,121.8,26.31,19.7,7.99,1,0
2,2,2,14,0,0,37.73,121.8,26.22,23.3,6.72,1,0
2,2,4,12,0,0,29.95,116.91,22.79,18.9,7.2,1,0
0,2,4,6,1,0,23.77,136.28,25.11,17.6,8.53,1,1
2,0,4,8,0,0,37.73,121.8,22.79,18.9,7.2,1,0
0,2,2,6,0,0,25.86,117.56,21.79,18.2,7.15,0,0
0,2,2,9,0,0,25.86,117.56,21.91,19.6,6.67,0,0
0,2,2,10,0,0,25.86,117.56,26.31,19.7,7.99,0,0
0,2,4,11,0,0,25.86,117.56,36.23,27.6,7.85,0,0
0,2,2,11,0,0,25.86,117.56,28.96,20.6,8.39,0,0
2,2,4,8,1,0,32.9,121.08,36.23,27.6,7.85,0,1
2,2,2,7,0,0,26.46,125.96,26.31,19.7,7.99,0,0
2,2,2,4,0,0,26.46,125.96,28.96,20.6,8.39,0,0
2,2,2,1,2,0,32.4,133.11,21.79,18.2,7.15,0,2
2,1,2,2,1,0,32.4,133.11,26.31,19.7,7.99,0,1
1,2,2,2,0,0,32.43,147.35,21.79,18.2,7.15,0,0
1,2,2,4,0,0,32.43,147.35,21.91,19.6,6.67,0,0
2,1,2,9,0,0,32.4,133.11,26.31,19.7,7.99,0,0
2,1,2,10,0,0,32.4,133.11,28.96,20.6,8.39,0,0
1,2,2,5,0,0,32.43,147.35,21.79,18.2,7.15,0,0
1,2,4,11,0,0,32.43,147.35,36.23,27.6,7.85,0,0
1,2,2,10,0,0,32.43,147.35,21.91,19.6,6.67,0,0
1,2,4,8,0,0,32.43,147.35,36.23,27.6,7.85,0,0
1,2,2,16,0,0,32.43,147.35,21.91,19.6,6.67,0,0
2,1,2,23,0,0,32.4,133.11,28.96,20.6,8.39,0,0
2,0,4,5,0,1,31.8,122.95,24.25,21.0,6.92,1,0
2,2,2,10,0,1,29.27,126.45,26.22,23.3,6.72,1,0
2,2,4,10,0,1,29.27,126.45,24.25,21.0,6.92,1,0
2,2,2,6,0,1,29.27,126.45,26.22,23.3,6.72,1,0
2,2,3.0,8,0,1,31.8,122.95,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,2,2,1,1,31.73,127.09,18.96,16.4,6.92,1,1
2,2,3.0,3,0,1,29.27,126.45,27.86269230769231,21.53619230769231,7.669653846153847,1,0
0,2,2,7,0,1,21.57,117.35,23.96,17.5,8.17,1,0
0,2,3,8,0,1,21.57,117.35,26.37,22.5,7.02,1,0
2,2,2,7,1,1,29.27,126.45,23.96,17.5,8.17,1,1
2,2,3,4,0,1,29.27,126.45,26.37,22.5,7.02,1,0
2,2,2,5,0,1,23.28,137.72,26.22,23.3,6.72,1,0
2,2,3.0,10,0,1,29.27,126.45,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,0,2,4,1,1,23.28,137.72,18.96,16.4,6.92,1,1
0,3,4,5,1,1,24.06,110.77,24.25,21.0,6.92,1,1
0,3,2,1,1,1,8.33,110.88,18.96,16.4,6.92,1,1
3,0,4,15,0,1,13.86,97.43,24.25,21.0,6.92,1,0
0,3,2,2,0,1,8.33,110.88,18.96,16.4,6.92,1,0
3,3,3.0,5,0,1,13.86,97.43,27.86269230769231,21.53619230769231,7.669653846153847,1,0
3,3,2,6,0,1,13.86,97.43,26.22,23.3,6.72,1,0
1,0.0,4,9,0,0,40.3,148.29,27.35,21.8,7.49,0,0
0.0,1,4,7,0,0,18.161195652173927,124.90467391304348,26.6,19.2,8.28,0,0
1,0.0,4,2,0,0,40.3,148.29,27.35,21.8,7.49,0,0
0.0,1,4,8,0,0,18.161195652173927,124.90467391304348,26.6,19.2,8.28,0,0
2,1,4,3,1,0,40.75,133.33,25.32,19.3,7.84,0,1
1,2,4,7,0,0,40.3,148.29,26.6,19.2,8.28,0,0
2,1,4,4,0,0,40.75,133.33,25.32,19.3,7.84,0,0
1,2,2,7,0,0,40.3,148.29,21.79,18.2,7.15,0,0
2,1,3,11,0,0,40.75,133.33,36.96,24.4,9.06,0,0
2,1,4,7,0,0,40.75,133.33,29.12,25.7,6.77,0,0
2,1,3,5,0,0,40.75,133.33,36.96,24.4,9.06,0,0
2,1,2,19,0,0,40.75,133.33,21.79,18.2,7.15,0,0
1,2,3,6,0,0,40.3,148.29,36.96,24.4,9.06,0,0
2,2,4,4,1,0,40.75,133.33,29.12,25.7,6.77,0,1
2,0,4,6,0,0,40.75,133.33,27.35,21.8,7.49,0,0
0,2,4,5,0,0,23.77,136.28,25.32,19.3,7.84,0,0
0,0,4,13,1,0,23.77,136.28,27.35,21.8,7.49,0,1
0,1,4,8,0,0,21.23,130.42,26.6,19.2,8.28,0,0
1,0,4,7,1,0,29.82,139.61,25.32,19.3,7.84,0,1
0,1,3,14,0,0,16.75,124.49,36.96,24.4,9.06,0,0
2,1,3.0,2,1,1,28.73,128.65,27.86269230769231,21.53619230769231,7.669653846153847,1,1
1,2,4,7,0,1,24.94,131.03,22.83,18.3,7.45,1,0
1,2,3.0,4,0,1,24.94,131.03,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,1,4,8,0,1,28.73,128.65,22.83,18.3,7.45,1,0
2,1,4,14,0,1,28.73,128.65,27.7,21.0,7.9,1,0
2,1,2,2,1,1,28.73,128.65,27.1,20.5,7.9,1,1
2,1,3,5,0,1,28.73,128.65,26.35,18.0,8.75,1,0
2,1,3.0,4,0,1,28.73,128.65,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,1,3,16,0,1,28.73,128.65,26.35,18.0,8.75,1,0
2,1,4,8,0,1,28.73,128.65,22.83,18.3,7.45,1,0
1,2,2,8,0,1,36.57,165.31,27.1,20.5,7.9,1,0
0,1,4,3,2,1,27.49,142.93,27.7,21.0,7.9,1,2
0,1,2,3,0,1,27.49,142.93,27.1,20.5,7.9,1,0
1,0,4,11,0,1,36.57,165.31,27.7,21.0,7.9,1,0
1,0,2,3,0,1,36.57,165.31,27.1,20.5,7.9,1,0
0,1,3,9,2,1,13.31,122.59,26.35,18.0,8.75,1,2
0,3,4,14,1,1,5.9,100.0,27.7,21.0,7.9,1,1
3,0,4,8,1,1,13.86,97.43,22.97,18.8,7.3,1,1
0,3,3.0,13,0,1,5.9,100.0,27.86269230769231,21.53619230769231,7.669653846153847,1,0
3,3,4,2,2,1,8.71,88.72,22.97,18.8,7.3,1,2
0,2,3,2,1,0,22.31,114.71,30.51,23.8,7.68,0,1
2,0,3,14,0,0,25.29,123.14,57.33,40.3,8.52,0,0
2,0,3,4,0,0,25.29,123.14,30.51,23.8,7.68,0,0
0,2,3,11,0,0,22.31,114.71,27.0,18.6,8.7,0,0
1,2,2,6,1,0,32.43,147.35,22.43,16.8,7.98,0,1
1,2,3,13,0,0,32.43,147.35,30.51,23.8,7.68,0,0
1,2,4,5,1,0,32.43,147.35,26.61,22.1,7.22,0,1
2,1,3,10,0,0,32.4,133.11,27.0,18.6,8.7,0,0
0,2,4,2,0,0,24.53,125.69,26.61,22.1,7.22,0,0
0,2,4,6,0,0,24.53,125.69,28.78,22.4,7.68,0,0
0,2,4,5,0,0,24.53,125.69,26.61,22.1,7.22,0,0
2,0,3,14,0,0,32.4,133.11,27.0,18.6,8.7,0,0
0.0,2,2,2,1,0,18.161195652173927,124.90467391304348,22.43,16.8,7.98,0,1
0,2,3,4,0,0,18.16,110.52,27.92,20.9,7.99,0,0
0,2,4,3,0,0,18.16,110.52,26.61,22.1,7.22,0,0
2,0,4,4,0,0,32.4,133.11,28.78,22.4,7.68,0,0
2,0,3,5,0,0,32.4,133.11,27.92,20.9,7.99,0,0
0,2,2,9,0,0,18.16,110.52,22.43,16.8,7.98,0,0
2,3,3,16,1,0,32.4,133.11,30.51,23.8,7.68,0,1
3,0,2,2,1,0,4.32,72.97,22.43,16.8,7.98,0,1
2,2,3,8,0,1,24.01,137.91,19.96,17.6,6.77,1,0
2,2,4,6,0,1,24.01,137.91,24.91,19.8,7.51,1,0
2,2,3,5,0,1,20.81,117.6,28.17,21.6,7.8,1,0
2,2,4,16,0,1,24.01,137.91,24.91,19.8,7.51,1,0
2,2,3,12,0,1,20.81,117.6,28.17,21.6,7.8,1,0
2,2,3.0,3,0,1,20.81,117.6,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,2,9,1,1,24.01,137.91,26.31,19.7,7.99,1,1
2,2,3.0,4,0,1,24.01,137.91,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,2,15,0,1,27.64,142.57,26.31,19.7,7.99,1,0
2,2,3.0,11,0,1,24.01,137.91,27.86269230769231,21.53619230769231,7.669653846153847,1,0
2,2,3,5,0,1,27.64,142.57,19.96,17.6,6.77,1,0
0,2,3,5,0,1,20.11,105.12,31.86,23.7,8.03,1,0
2,0,3,16,0,1,27.64,142.57,19.96,17.6,6.77,1,0
2,0,2,9,0,1,27.64,142.57,26.31,19.7,7.99,1,0
2,0,3,4,0,1,27.64,142.57,31.86,23.7,8.03,1,0
2,0,3.0,12,0,1,27.64,142.57,27.86269230769231,21.53619230769231,7.669653846153847,1,0
1,2,4,0,0,1,27.03,140.28,22.19,17.1,7.76,0,0
2,1,4,6,0,1,25.99,125.03,30.54,24.0,7.6,0,0
2,1,4,14,0,1,25.99,125.03,22.19,17.1,7.76,0,0
2,2,4,4,1,1,26.07,127.36,20.63,19.5,6.33,0,1
2,2,2,4,0,1,26.07,127.36,19.83,20.0,5.95,0,0
2,2,4,6,0,1,26.07,127.36,20.63,19.5,6.33,0,0
2,2,4,9,0,1,26.07,127.36,30.54,24.0,7.6,0,0
2,2,4,9,0,1,26.07,127.36,27.45,22.9,7.18,0,0
2,2,4,9,1,1,25.99,125.03,22.19,17.1,7.76,0,1
2,2,4,7,0,1,25.99,125.03,27.45,22.9,7.18,0,0
2,2,4,3,1,1,36.15,139.01,30.54,24.0,7.6,0,1
2,2,4,5,0,1,36.15,139.01,27.45,22.9,7.18,0,0
2,2,4,8,0,1,36.15,139.01,20.63,19.5,6.33,0,0
2,2,4,9,0,1,36.15,139.01,27.45,22.9,7.18,0,0
3,2,2,3,3,1,10.5,77.77,19.83,20.0,5.95,0,3
2,0,4,10,1,1,36.15,139.01,20.63,19.5,6.33,0,1
0,0,2,3,0,1,14.38,121.92,19.83,20.0,5.95,0,0
0,0,4,14,0,1,14.12,153.79,22.19,17.1,7.76,0,0
0,0,2,22,0,1,14.12,153.79,19.83,20.0,5.95,0,0
0,3,4,6,2,1,14.38,121.92,30.54,24.0,7.6,0,2
2,2,2,1,1,0,28.96,120.58,32.16,25.8,7.46,1,1
2,2,2,4,1,0,28.96,120.58,23.81,18.7,7.63,1,1
2,2,2,10,0,0,25.78,127.84,32.16,25.8,7.46,1,0
2,2,2,3,0,0,25.78,127.84,23.81,18.7,7.63,1,0
2,2,2,11,0,0,25.78,127.84,32.16,25.8,7.46,1,0
2,2,4,11,0,0,25.78,127.84,24.87,19.4,7.69,1,0
2,2,4,14,0,0,25.78,127.84,26.35,21.1,7.47,1,0
2,2,4,6,0,0,28.96,120.58,22.37,17.6,7.6,1,0
2,2,2,9,0,0,25.78,127.84,24.67,19.6,7.52,1,0
2,2,4,8,0,0,25.78,127.84,22.37,17.6,7.6,1,0
2,2,2,10,0,0,25.78,127.84,24.67,19.6,7.52,1,0
2,2,4,5,0,0,28.96,120.58,24.87,19.4,7.69,1,0
2,2,2,9,0,0,28.96,120.58,24.67,19.6,7.52,1,0
2,2,4,0,1,0,29.95,116.91,24.87,19.4,7.69,1,1
2,2,2,8,1,0,25.78,127.84,23.81,18.7,7.63,1,1
2,2,4,0,0,0,27.64,142.57,24.87,19.4,7.69,1,0
2,0,4,6,1,0,27.64,142.57,22.37,17.6,7.6,1,1
2,0,2,5,1,0,27.64,142.57,23.81,18.7,7.63,1,1
0,2,4,19,1,0,22.09,118.08,22.37,17.6,7.6,1,1
0,3,2,2,1,0,14.35,147.04,32.16,25.8,7.46,1,1
1,2,4,12,1,0,30.25,137.21,25.32,19.3,7.84,0,1
2,1,4,4,0,0,33.59,139.25,26.93,19.7,8.19,0,0
1,2,4,16,0,0,30.25,137.21,25.32,19.3,7.84,0,0
1,2,4,12,1,0,30.25,137.21,26.93,19.7,8.19,0,1
2,1,2,12,0,0,27.45,124.67,24.67,19.6,7.52,0,0
2,2,4,5,2,0,38.44,136.18,24.75,21.4,6.91,0,2
0,2,2,3,1,0,21.68,122.96,24.67,19.6,7.52,0,1
2,0,4,6,0,0,24.72,127.18,24.75,21.4,6.91,0,0
0,2,2,1,0,0,21.68,122.96,24.67,19.6,7.52,0,0
0,2,4,7,0,0,21.68,122.96,28.78,22.4,7.68,0,0
2,0,2,5,0,0,24.72,127.18,24.67,19.6,7.52,0,0
2,0,4,4,0,0,24.72,127.18,28.78,22.4,7.68,0,0
